title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres,link
Roses,Leila Meacham,English,4.07,"16,733","2,258",Grand Central Publishing,2010.0,609.0,Hardcover,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Chick Lit', 'Adult Fiction', 'Audiobook', 'Adult', 'Southern', 'Historical Romance']",https://www.goodreads.com/book/show/6505109-roses
Ramayana,Vālmīki,English,4.2,"4,933",164,University of California Press,1976.0,461.0,Paperback,"['Classics', 'Mythology', 'India', 'Religion', 'Poetry', 'Fiction', 'Epic', 'Fantasy', 'Hinduism', 'Spirituality']",https://www.goodreads.com/book/show/141152.Ramayana
You Against Me,Jenny Downham,English,3.7,"18,472","1,473",David Fickling,2010.0,413.0,Hardcover,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Fiction', 'Young Adult Contemporary', 'Family', 'Chick Lit', 'Drama', 'Teen']",https://www.goodreads.com/book/show/8720917-you-against-me
A Dance with Dragons 1: Dreams and Dust,George R.R. Martin,English,4.35,"28,649","1,091",HarperVoyager,2012.0,690.0,Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Dragons', 'Adventure', 'Science Fiction Fantasy', 'Novels', 'Epic']",https://www.goodreads.com/book/show/13337715-a-dance-with-dragons-1
Who Could That Be at This Hour?,Lemony Snicket,English,3.84,"27,173","2,758",Little Brown,2012.0,258.0,Hardcover,"['Mystery', 'Middle Grade', 'Fiction', 'Childrens', 'Young Adult', 'Humor', 'Adventure', 'Fantasy', 'Juvenile', 'Mystery Thriller']",https://www.goodreads.com/book/show/13477819-who-could-that-be-at-this-hour
Dust,Hugh Howey,English,4.25,"76,889","4,523",Broad Reach Publishing,2013.0,458.0,Paperback,"['Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Science Fiction Fantasy', 'Apocalyptic', 'Audiobook', 'Speculative Fiction', 'Novels']",https://www.goodreads.com/book/show/17855756-dust
SPQR: A History of Ancient Rome,Mary Beard,English,4.05,"55,739","3,830",Liveright,2016.0,606.0,Paperback,"['History', 'Nonfiction', 'Ancient History', 'Historical', 'Italy', 'Audiobook', 'Classics', 'World History', 'European History', 'Ancient']",https://www.goodreads.com/book/show/28789711-spqr
The Gene: An Intimate History,Siddhartha Mukherjee,English,4.35,"45,442","4,232",Scribner,2016.0,592.0,Hardcover,"['Science', 'Nonfiction', 'History', 'Biology', 'Medicine', 'Genetics', 'Health', 'Audiobook', 'Medical', 'Popular Science']",https://www.goodreads.com/book/show/27276428-the-gene
Lessons in Chemistry,Bonnie Garmus,English,4.34,"541,559","54,500",Doubleday Books,2022.0,400.0,Hardcover,"['Fiction', 'Historical Fiction', 'Romance', 'Audiobook', 'Feminism', 'Historical', 'Adult', 'Book Club', 'Contemporary', 'Adult Fiction']",https://www.goodreads.com/book/show/58065033-lessons-in-chemistry
From the Corner of His Eye,Dean Koontz,English,4.05,"32,018","1,432",Random House Inc,2001.0,746.0,Mass Market Paperback,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Fantasy', 'Mystery Thriller', 'Supernatural', 'Paranormal', 'Science Fiction']",https://www.goodreads.com/book/show/65948.From_the_Corner_of_His_Eye
Morning Glory,LaVyrle Spencer,English,4.27,"14,255","1,286",Grafton / HarperCollins,1991.0,480.0,Paperback,"['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Westerns', 'Fiction', 'Adult', 'World War II', 'Contemporary', 'War']",https://www.goodreads.com/book/show/987577.Morning_Glory
The Replacement,Brenna Yovanoff,English,3.55,"19,829","2,864",Razorbill/Penguin Group,2010.0,343.0,Hardcover,"['Young Adult', 'Fantasy', 'Horror', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Supernatural', 'Teen', 'Fairies', 'Romance']",https://www.goodreads.com/book/show/7507908-the-replacement
The Darkest Surrender,Gena Showalter,English,4.38,"32,050","1,161",HQN Books,2011.0,426.0,Mass Market Paperback,"['Paranormal Romance', 'Paranormal', 'Romance', 'Demons', 'Fantasy', 'Mythology', 'Adult', 'Angels', 'Urban Fantasy', 'Supernatural']",https://www.goodreads.com/book/show/8038219-the-darkest-surrender
A Sand County Almanac and Sketches Here and There,Aldo Leopold,English,4.29,"30,056","1,856",Oxford University Press,1968.0,269.0,Paperback,"['Nonfiction', 'Nature', 'Science', 'Environment', 'Classics', 'Philosophy', 'Essays', 'Ecology', 'Natural History', 'History']",https://www.goodreads.com/book/show/210404.A_Sand_County_Almanac_and_Sketches_Here_and_There
Cash,Johnny Cash,English,4.01,"23,367",828,HarperOne,2003.0,310.0,Paperback,"['Music', 'Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Biography Memoir', 'History', 'Pop Culture', 'Collections', 'Music Biography']",https://www.goodreads.com/book/show/35488.Cash
Lilith's Brood,Octavia E. Butler,English,4.37,"18,826","1,509",Grand Central Publishing,2000.0,746.0,Paperback,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Speculative Fiction', 'Aliens', 'Dystopia', 'Feminism', 'Novels']",https://www.goodreads.com/book/show/60926.Lilith_s_Brood
Sabotaged,Margaret Peterson Haddix,English,3.94,"12,073",852,Simon & Schuster Books for Young Readers,2010.0,377.0,Hardcover,"['Science Fiction', 'Historical Fiction', 'Time Travel', 'Young Adult', 'Fantasy', 'Fiction', 'Middle Grade', 'Adventure', 'Mystery', 'Historical']",https://www.goodreads.com/book/show/7130745-sabotaged
Forever in Blue: The Fourth Summer of the Sisterhood,Ann Brashares,English,3.82,"73,975","1,976",Delacorte Books,2007.0,384.0,Hardcover,"['Young Adult', 'Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Teen', 'Realistic Fiction', 'Coming Of Age', 'Childrens', 'Young Adult Contemporary']",https://www.goodreads.com/book/show/5453.Forever_in_Blue
The Future of Us,Jay Asher,English,3.57,"46,851","5,953",Razorbill,2011.0,356.0,Hardcover,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Science Fiction', 'Time Travel', 'Fantasy', 'Teen', 'Realistic Fiction', 'High School']",https://www.goodreads.com/book/show/10959277-the-future-of-us
The Metamorphosis and Other Stories,Franz Kafka,English,4.04,"51,981","1,857",Barnes & Noble Classics,2003.0,224.0,Paperback,"['Classics', 'Fiction', 'Short Stories', 'Literature', 'Fantasy', 'Philosophy', 'German Literature', 'Horror', 'School', 'Literary Fiction']",https://www.goodreads.com/book/show/7723.The_Metamorphosis_and_Other_Stories
Tales from Earthsea,Ursula K. Le Guin,English,4.08,"24,690","1,256",Ace,2003.0,280.0,Paperback,"['Fantasy', 'Fiction', 'Short Stories', 'Young Adult', 'Science Fiction', 'Magic', 'Science Fiction Fantasy', 'High Fantasy', 'Dragons', 'Classics']",https://www.goodreads.com/book/show/13659.Tales_from_Earthsea
A Column of Fire,Ken Follett,English,4.24,"96,767","6,752",Viking Penguin,2017.0,916.0,Hardcover,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'British Literature', 'Fantasy', 'Adult', 'Religion', 'Novels', 'Romance']",https://www.goodreads.com/book/show/33571713-a-column-of-fire
An Anthropologist on Mars: Seven Paradoxical Tales,Oliver Sacks,English,4.15,"21,350","1,239",Picador,1995.0,318.0,Paperback,"['Nonfiction', 'Science', 'Psychology', 'Neuroscience', 'Medicine', 'Essays', 'Medical', 'Short Stories', 'Biology', 'Health']",https://www.goodreads.com/book/show/64666.An_Anthropologist_on_Mars
Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,English,4.15,"28,024","3,425",Penguin Books,2005.0,184.0,Paperback,"['Nonfiction', 'Philosophy', 'Sociology', 'Politics', 'Cultural', 'Psychology', 'Technology', 'History', 'Education', 'Society']",https://www.goodreads.com/book/show/74034.Amusing_Ourselves_to_Death
The Iron King,Maurice Druon,English,4.06,"19,008","1,404",HarperCollins ,2013.0,368.0,Kindle Edition,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'France', 'Medieval', 'Classics', 'French Literature', '14th Century', 'Novels']",https://www.goodreads.com/book/show/16117911-the-iron-king
Taggerung,Brian Jacques,English,4.15,"15,852",261,Firebird,2003.0,448.0,Mass Market Paperback,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Adventure', 'Middle Grade', 'Science Fiction Fantasy', 'High Fantasy', 'Juvenile']",https://www.goodreads.com/book/show/7976.Taggerung
Jacob Have I Loved,Katherine Paterson,English,3.68,"33,378","2,240",HarperCollins,2020.0,244.0,Paperback,"['Young Adult', 'Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Coming Of Age', 'Historical', 'Juvenile']",https://www.goodreads.com/book/show/337058.Jacob_Have_I_Loved
Lost in a Good Book,Jasper Fforde,English,4.13,"52,808","3,066",Penguin Books,2004.0,399.0,Paperback,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Science Fiction', 'Books About Books', 'Time Travel', 'Science Fiction Fantasy', 'Alternate History', 'Urban Fantasy']",https://www.goodreads.com/book/show/27000.Lost_in_a_Good_Book
The Amber Room,Steve Berry,English,3.87,"24,546","1,125",Ballantine Books,2004.0,416.0,Paperback,"['Thriller', 'Fiction', 'Mystery', 'Historical Fiction', 'Adventure', 'Suspense', 'Mystery Thriller', 'Historical', 'Action', 'Russia']",https://www.goodreads.com/book/show/5369.The_Amber_Room
The Quincunx,Charles Palliser,English,4.01,"7,896",623,Ballantine Books,1990.0,787.0,Paperback,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Victorian', 'British Literature', 'Gothic', 'Novels', 'Mystery Thriller', '19th Century']",https://www.goodreads.com/book/show/824986.The_Quincunx
Revolting Rhymes,Roald Dahl,English,4.14,"20,310","1,164",Puffin,2003.0,48.0,Paperback,"['Poetry', 'Childrens', 'Fiction', 'Fantasy', 'Humor', 'Classics', 'Picture Books', 'Fairy Tales', 'Middle Grade', 'Young Adult']",https://www.goodreads.com/book/show/6328.Revolting_Rhymes
"Slide, a Modern Satire on the Excess of Greed",Saira Viola,English,4.31,49,21,"Strategic Book Publishing & Rights Agency, LLC",2009.0,128.0,Paperback,"['Poetry', 'Childrens', 'Fiction', 'Fantasy', 'Humor', 'Classics', 'Picture Books', 'Fairy Tales', 'Middle Grade', 'Young Adult']",https://www.goodreads.com/book/show/7117109-slide-a-modern-satire-on-the-excess-of-greed
Holidays on Ice,David Sedaris,English,3.9,"121,996","6,530",Little Brown & Co (P),1998.0,176.0,Paperback,"['Humor', 'Nonfiction', 'Short Stories', 'Memoir', 'Essays', 'Christmas', 'Audiobook', 'Comedy', 'Holiday', 'Biography']",https://www.goodreads.com/book/show/4136.Holidays_on_Ice
Some Girls Are,Courtney Summers,English,3.87,"14,685","1,761",St. Martin's Griffin,2006.0,246.0,Paperback,"['Young Adult', 'Contemporary', 'Romance', 'Realistic Fiction', 'Fiction', 'High School', 'Young Adult Contemporary', 'Abuse', 'Chick Lit', 'Teen']",https://www.goodreads.com/book/show/6624871-some-girls-are
Undying,Bernadette Azizi,English,4.06,48,6,Eden Publications,2012.0,244.0,Paperback,"['Fantasy', 'Magical Realism', 'Fiction']",https://www.goodreads.com/book/show/13638968-undying
Tunnels,Roderick Gordon,English,3.62,"17,527","1,722",Chicken House Publishing,2007.0,464.0,Paperback,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Science Fiction', 'Mystery', 'Middle Grade', 'Childrens', 'Dystopia', 'Teen']",https://www.goodreads.com/book/show/1175893.Tunnels
"Take a Deep Breath - 21 Top Tips for Relaxed, Rewarding and Healthy Life for Stressed Wage Earners",Michal Siwiec,English,4.0,14,0,,2012.0,53.0,ebook,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Science Fiction', 'Mystery', 'Middle Grade', 'Childrens', 'Dystopia', 'Teen']",https://www.goodreads.com/book/show/15992396-take-a-deep-breath---21-top-tips-for-relaxed-rewarding-and-healthy-life
As the Matzo Ball Turns,Jozef Rothstein,English,4.43,30,18,Jozef Rothstein,2018.0,244.0,Paperback,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Science Fiction', 'Mystery', 'Middle Grade', 'Childrens', 'Dystopia', 'Teen']",https://www.goodreads.com/book/show/14655460-as-the-matzo-ball-turns
"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,English,4.04,"42,217","4,630",Alfred A. Knopf,2013.0,430.0,Hardcover,"['Nonfiction', 'Religion', 'History', 'Cults', 'Audiobook', 'Biography', 'Psychology', 'True Crime', 'Journalism', 'Sociology']",https://www.goodreads.com/book/show/16142053-going-clear
The Mystery of Revenge,G.X. Chen,English,4.09,80,19,Tate Publishing & Enterprises,2013.0,164.0,Paperback,"['Mystery', 'Fiction', 'Crime']",https://www.goodreads.com/book/show/17871711-the-mystery-of-revenge
Embassytown,China Miéville,English,3.89,"30,512","3,452",Del Rey,2011.0,345.0,Hardcover,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Language', 'Aliens', 'New Weird', 'Weird Fiction', 'Novels']",https://www.goodreads.com/book/show/9265453-embassytown
Interview with a Master,Jason Luke,English,3.95,"5,217","1,098",Jason Luke,2014.0,260.0,Kindle Edition,"['BDSM', 'Erotica', 'Romance', 'Contemporary', 'Adult', 'Erotic Romance', 'Contemporary Romance', 'Fiction', 'New Adult', 'M F Romance']",https://www.goodreads.com/book/show/20569957-interview-with-a-master
A Capitalist in North Korea: My Seven Years in the Hermit Kingdom,Felix Abt,English,3.63,228,54,Tuttle Publishing,2014.0,320.0,Hardcover,"['Nonfiction', 'Asia', 'Business', 'Politics', 'History', 'Travel', 'Memoir', 'The World', 'Cultural', 'Biography']",https://www.goodreads.com/book/show/18343754-a-capitalist-in-north-korea
Lucky Go Happy: Make Happiness Happen!,Paul Van Der Merwe,English,4.31,86,20,Authorhouse,2014.0,108.0,Paperback,"['Psychology', 'Self Help', 'Nonfiction']",https://www.goodreads.com/book/show/23494381-lucky-go-happy
Poet Anderson ...of Nightmares,Tom DeLonge,English,4.05,"1,126",204,To the Stars,2015.0,368.0,Hardcover,"['Fantasy', 'Young Adult', 'Horror', 'Science Fiction', 'Fiction', 'Graphic Novels', 'Contemporary', 'Novels', 'Science Fiction Fantasy', 'Teen']",https://www.goodreads.com/book/show/25779243-poet-anderson-of-nightmares
The Book of Jubilees,Eric M. Black,English,4.69,13,6,Black Book Publishing,2015.0,183.0,Kindle Edition,"['Historical Fiction', 'Fantasy']",https://www.goodreads.com/book/show/27273806-the-book-of-jubilees
The Summer that Melted Everything,Tiffany   McDaniel,English,3.99,"11,063","2,161",St. Martin's Press,2016.0,310.0,Hardcover,"['Fiction', 'Magical Realism', 'Contemporary', 'Literary Fiction', 'Fantasy', 'Historical Fiction', 'Adult', 'Audiobook', 'Horror', 'Adult Fiction']",https://www.goodreads.com/book/show/26114523-the-summer-that-melted-everything
Stuck in the Game,Christopher Keene,English,3.9,288,65,Future House Publishing,2016.0,185.0,Paperback,"['Science Fiction', 'Fantasy', 'Young Adult', 'Cyberpunk', 'Action', 'Adventure']",https://www.goodreads.com/book/show/31315146-stuck-in-the-game
The Infinite Jeff: A Parable of Change,Will Holcomb,English,4.62,140,37,Smashwords,2012.0,,ebook,['Spirituality'],https://www.goodreads.com/book/show/18150272-the-infinite-jeff
"The Removable Root Cause of Cancers and other Chronic Diseases : The Effort Theory of Evolution, Chronic Diseases and Extinction",Paul Ola,,3.72,25,4,,2020.0,,Kindle Edition,"['Health', 'Nonfiction', 'Medicine', 'Science']",https://www.goodreads.com/book/show/55431329-the-removable-root-cause-of-cancers-and-other-chronic-diseases
Dragons Don't Dance Ballet,Jennifer Carson,English,4.52,71,28,Vinal Publishing,2020.0,32.0,Hardcover,"['Childrens', 'Picture Books', 'Dragons']",https://www.goodreads.com/book/show/55773277-dragons-don-t-dance-ballet
Last Days,Adam Nevill,English,3.81,"6,495",945,St. Martin's Griffin,2013.0,531.0,Paperback,"['Horror', 'Fiction', 'Paranormal', 'Thriller', 'Cults', 'Mystery', 'Fantasy', 'Supernatural', 'Adult', 'Ghosts']",https://www.goodreads.com/book/show/15793201-last-days
Little Heaven,Nick Cutter,English,3.8,"6,207","1,035",Gallery Books,2017.0,496.0,Hardcover,"['Horror', 'Fiction', 'Thriller', 'Cults', 'Audiobook', 'Suspense', 'Adult', 'Mystery', 'Cult Classics', 'Halloween']",https://www.goodreads.com/book/show/29430791-little-heaven
A Pickle for the Knowing Ones or Plain Truths in a Homespun Dress,Timothy Dexter,English,3.69,234,93,,1802.0,40.0,Hardcover,"['Nonfiction', 'Classics', 'History', 'Philosophy', 'Memoir']",https://www.goodreads.com/book/show/301282.A_Pickle_for_the_Knowing_Ones_or_Plain_Truths_in_a_Homespun_Dress
Red Hands,Christopher Golden,English,3.51,742,166,St. Martin's Press,2020.0,320.0,Hardcover,"['Horror', 'Thriller', 'Fiction', 'Science Fiction', 'Mystery', 'Mystery Thriller', 'Adult', 'Fantasy', 'Suspense', 'Supernatural']",https://www.goodreads.com/book/show/44082553-red-hands
This Time Tomorrow,Emma Straub,English,3.81,"95,988","10,062",Riverhead Books,2022.0,310.0,Hardcover,"['Fiction', 'Time Travel', 'Audiobook', 'Science Fiction', 'Contemporary', 'Fantasy', 'Adult', 'Magical Realism', 'Adult Fiction', 'Literary Fiction']",https://www.goodreads.com/book/show/59089704-this-time-tomorrow
"Horae Homileticae (Volume 14); Or, Discourses (Principally in the Form of Skeletons) Now First Digested Into One Continued Series and Forming a",Charles Simeon,English,0.0,0,0,General Books,2010.0,412.0,Paperback,"['Fiction', 'Time Travel', 'Audiobook', 'Science Fiction', 'Contemporary', 'Fantasy', 'Adult', 'Magical Realism', 'Adult Fiction', 'Literary Fiction']",https://www.goodreads.com/book/show/13060619-horae-homileticae-volume-14-or-discourses-principally-in-the-form-o
Skeleton Canyon,J.A. Jance,English,4.05,"6,235",276,Avon,1998.0,387.0,Mass Market Paperback,"['Mystery', 'Fiction', 'Mystery Thriller', 'Crime', 'Suspense', 'Thriller', 'Audiobook', 'Murder Mystery', 'Detective', 'Contemporary']",https://www.goodreads.com/book/show/462990.Skeleton_Canyon
Skeleton Creek,Patrick Carman,English,4.06,"7,724","1,261",International Literary Properties,5.0,181.0,Paperback,"['Mystery', 'Horror', 'Young Adult', 'Middle Grade', 'Fiction', 'Paranormal', 'Teen', 'Adventure', 'Thriller', 'Fantasy']",https://www.goodreads.com/book/show/55352527-skeleton-creek
Beyond the Highland Mist,Karen Marie Moning,English,3.95,"70,103","3,390",Dell,2007.0,375.0,Mass Market Paperback,"['Romance', 'Time Travel', 'Historical Romance', 'Fantasy', 'Paranormal Romance', 'Paranormal', 'Historical', 'Historical Fiction', 'Fae', 'Adult']",https://www.goodreads.com/book/show/743599.Beyond_the_Highland_Mist
Lord of the Shadows,Darren Shan,English,4.22,"22,277",497,Time Warner Book Group,2006.0,220.0,Hardcover,"['Fantasy', 'Young Adult', 'Horror', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Adventure', 'Urban Fantasy', 'Middle Grade']",https://www.goodreads.com/book/show/8949.Lord_of_the_Shadows
Dark Triumph,Robin LaFevers,English,4.14,"41,583","3,752",Houghton Mifflin Books for Children,2013.0,387.0,Hardcover,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Romance', 'Historical', 'Fiction', 'Young Adult Fantasy', 'Paranormal', 'Adventure', 'Historical Fantasy']",https://www.goodreads.com/book/show/9943270-dark-triumph
Just Around The Bend: Más o Menos,Renée Paule,English,4.47,62,25,RPG Publishing,2014.0,168.0,Paperback,"['Philosophy', 'Inspirational', 'Self Help', 'Nonfiction', 'Spirituality']",https://www.goodreads.com/book/show/22885929-just-around-the-bend
The Magician's Land,Lev Grossman,English,4.14,"73,817","5,520",Plume,2014.0,402.0,Kindle Edition,"['Fantasy', 'Fiction', 'Magic', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Adult', 'Young Adult', 'Adventure', 'Adult Fiction']",https://www.goodreads.com/book/show/19103097-the-magician-s-land
The Millennial Reincarnations,Daniel M.  Harrison,English,3.83,40,17,Publick Media Publishing,2015.0,367.0,Kindle Edition,"['Novels', 'Psychology']",https://www.goodreads.com/book/show/26177993-the-millennial-reincarnations
Asyri: The Wrath of the Fire Stone,Robyn Ellington-Jones,English,4.33,12,2,,2016.0,238.0,Kindle Edition,"['Novels', 'Psychology']",https://www.goodreads.com/book/show/30288377-asyri
The Odessa File,Frederick Forsyth,English,4.14,"58,755",951,Bantam Books,1995.0,334.0,Mass Market Paperback,"['Fiction', 'Thriller', 'Historical Fiction', 'Espionage', 'Mystery', 'Suspense', 'Adventure', 'Action', 'Spy Thriller', 'Crime']",https://www.goodreads.com/book/show/149572.The_Odessa_File
Something Blue,Emily Giffin,English,3.94,"217,885","7,619",St. Martin's Griffin,2006.0,338.0,Paperback,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance', 'Audiobook', 'Relationships', 'Womens Fiction']",https://www.goodreads.com/book/show/42155.Something_Blue
1/4 جرام,Essam Youssef,Arabic,4.01,"19,207","2,094",الدار المصرية اللبنانية,2008.0,635.0,Paperback,"['Novels', 'Fiction', 'Literature', 'Drama', 'Egypt', 'Unfinished', 'Suspense', 'Young Adult']",https://www.goodreads.com/book/show/3692091-1-4
"Human, All Too Human: A Book for Free Spirits",Friedrich Nietzsche,English,4.19,"11,208",427,Cambridge University Press,1996.0,428.0,Paperback,"['Philosophy', 'Nonfiction', 'Classics', 'German Literature', 'Psychology', 'Essays', '19th Century', 'Germany', 'History', 'Literature']",https://www.goodreads.com/book/show/451565.Human_All_Too_Human
The Real Book of the Dead,Collette Sinclaire,English,4.12,74,18,Risch Media Group,2013.0,182.0,Kindle Edition,"['Philosophy', 'Nonfiction', 'Classics', 'German Literature', 'Psychology', 'Essays', '19th Century', 'Germany', 'History', 'Literature']",https://www.goodreads.com/book/show/18397370-the-real-book-of-the-dead
By Your Side,Kasie West,English,3.86,"49,214","6,679",HarperTeen,2017.0,346.0,Paperback,"['Romance', 'Young Adult', 'Contemporary', 'Young Adult Contemporary', 'Audiobook', 'Fiction', 'Contemporary Romance', 'Realistic Fiction', 'Young Adult Romance', 'High School']",https://www.goodreads.com/book/show/30256248-by-your-side
Bunny,Mona Awad,English,3.56,"106,787","25,550",Viking,2019.0,307.0,Hardcover,"['Horror', 'Fiction', 'Contemporary', 'Thriller', 'Fantasy', 'Magical Realism', 'Adult', 'Literary Fiction', 'Mystery Thriller', 'Audiobook']",https://www.goodreads.com/book/show/42815544-bunny
Bloodhound,Tamora Pierce,English,4.28,"37,464","1,265",Random House,2009.0,554.0,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Mystery', 'Adventure', 'High Fantasy', 'Teen', 'Science Fiction Fantasy']",https://www.goodreads.com/book/show/153779.Bloodhound
"The Sandman, Vol. 6: Fables & Reflections",Neil Gaiman,English,4.43,"56,434","1,839",DC Comics,1994.0,264.0,Hardcover,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comic Book', 'Mythology', 'Urban Fantasy', 'Comix']",https://www.goodreads.com/book/show/25106.The_Sandman_Vol_6
The Enchanted Wood,Enid Blyton,English,4.24,"27,357","1,062",Egmont Childrens Books,2002.0,213.0,Paperback,"['Fantasy', 'Childrens', 'Classics', 'Fiction', 'Adventure', 'Middle Grade', 'Magic', 'Young Adult', 'Audiobook', '20th Century']",https://www.goodreads.com/book/show/17491.The_Enchanted_Wood
Cascade,Lisa Tawn Bergren,English,4.25,"11,242",991,David C Cook,2011.0,399.0,Paperback,"['Time Travel', 'Historical Fiction', 'Young Adult', 'Fantasy', 'Romance', 'Historical', 'Christian Fiction', 'Christian', 'Fiction', 'Adventure']",https://www.goodreads.com/book/show/9368401-cascade
A Single Man,Christopher Isherwood,English,4.08,"30,760","2,678",Univ Of Minnesota Press,2001.0,186.0,Paperback,"['Fiction', 'Classics', 'LGBT', 'Queer', 'Gay', 'Literary Fiction', 'Novels', '20th Century', 'Literature', 'British Literature']",https://www.goodreads.com/book/show/16842.A_Single_Man
Talisman of El,Alecia Stone,English,3.94,535,209,Centrinian Publishing Ltd,2012.0,364.0,Hardcover,"['Fantasy', 'Young Adult', 'Paranormal', 'Fiction', 'Angels', 'Demons', 'Adventure', 'Mystery', 'Science Fiction', 'Mythology']",https://www.goodreads.com/book/show/12701339-talisman-of-el
The Golden Scallop,R.L.  Douglas,English,4.33,3,0,KDP,2019.0,390.0,Paperback,"['Fantasy', 'Young Adult', 'Paranormal', 'Fiction', 'Angels', 'Demons', 'Adventure', 'Mystery', 'Science Fiction', 'Mythology']",https://www.goodreads.com/book/show/55681320-the-golden-scallop
Fish in a Tree,Lynda Mullaly Hunt,English,4.26,"68,049","7,535", Nancy Paulsen Books,2015.0,288.0,Hardcover,"['Middle Grade', 'Realistic Fiction', 'Fiction', 'Young Adult', 'Contemporary', 'Childrens', 'School', 'Disability', 'Audiobook', 'Chapter Books']",https://www.goodreads.com/book/show/22402972-fish-in-a-tree
Jewels of the Sun,Nora Roberts,English,4.22,"63,973","1,516",Jove,1999.0,347.0,Mass Market Paperback,"['Romance', 'Contemporary Romance', 'Fiction', 'Fantasy', 'Contemporary', 'Paranormal', 'Ireland', 'Paranormal Romance', 'Chick Lit', 'Adult']",https://www.goodreads.com/book/show/59810.Jewels_of_the_Sun
"He, She and It",Marge Piercy,English,3.98,"5,538",466,Fawcett,1993.0,448.0,Mass Market Paperback,"['Science Fiction', 'Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Feminism', 'Speculative Fiction', 'Cyberpunk', 'Science Fiction Fantasy', 'Jewish']",https://www.goodreads.com/book/show/788331.He_She_and_It
Heroes Die,Matthew Woodring Stover,English,4.09,"11,907",733,Random House Inc,1999.0,535.0,Mass Market Paperback,"['Fantasy', 'Science Fiction', 'Fiction', 'Dark Fantasy', 'Epic Fantasy', 'Adventure', 'Science Fiction Fantasy', 'Dystopia', 'High Fantasy', 'Dark']",https://www.goodreads.com/book/show/311864.Heroes_Die
Curtain,Agatha Christie,English,4.09,"41,015","2,547",Berkley,2000.0,215.0,Mass Market Paperback,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'British Literature', 'Thriller', 'Murder Mystery', 'Audiobook']",https://www.goodreads.com/book/show/81903.Curtain
L'avare,Molière,French,3.61,"26,009","1,272",NATHAN,1991.0,79.0,Paperback,"['Classics', 'Plays', 'France', 'Theatre', 'School', 'Drama', 'Fiction', 'French Literature', 'Read For School', 'Literature']",https://www.goodreads.com/book/show/428077.L_avare
Castle of Wizardry,David Eddings,English,4.17,"74,453",903,Del Rey,1984.0,375.0,Mass Market Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Adventure', 'Magic', 'Epic', 'Audiobook']",https://www.goodreads.com/book/show/645023.Castle_of_Wizardry
Night Road,Kristin Hannah,English,4.22,"160,612","13,045",St. Martin's Press,2011.0,385.0,Hardcover,"['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Audiobook', 'Drama', 'Adult', 'Adult Fiction', 'Family', 'Womens Fiction']",https://www.goodreads.com/book/show/8949352-night-road
