title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres,link
The Fellowship of the Ring,J.R.R. Tolkien,English,4.38,"2,688,531","34,366",William Morrow,2022.0,432.0,Kindle Edition,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Audiobook', 'Young Adult', 'Novels']",https://www.goodreads.com/book/show/61215351-the-fellowship-of-the-ring
The Girl with the Dragon Tattoo,Stieg Larsson,English,4.16,"3,031,716","74,774",Viking,2008.0,480.0,Hardcover,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Sweden', 'Adult Fiction']",https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
Outlander,Diana Gabaldon,English,4.25,"991,337","51,712",Dell Publishing Company,2005.0,850.0,Mass Market Paperback,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance', 'Adult', 'Audiobook', 'Scotland']",https://www.goodreads.com/book/show/10964.Outlander
One Flew Over the Cuckoo's Nest,Ken Kesey,English,4.2,"705,589","14,465",Signet,1963.0,325.0,Mass Market Paperback,"['Classics', 'Fiction', 'Psychology', 'Literature', 'Novels', 'Mental Health', 'School', 'American', 'Literary Fiction', 'Mental Illness']",https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest
The Color Purple,Alice Walker,English,4.26,"634,460","21,739",Penguin Books,2019.0,304.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'Feminism', 'LGBT', 'Historical', 'African American', 'Queer', 'Literature', 'Novels']",https://www.goodreads.com/book/show/52892857-the-color-purple
My Sister's Keeper,Jodi Picoult,English,4.09,"1,176,759","36,076",Washington Square Press,2005.0,423.0,Paperback,"['Fiction', 'Contemporary', 'Chick Lit', 'Young Adult', 'Drama', 'Adult', 'Adult Fiction', 'Realistic Fiction', 'Family', 'Novels']",https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper
Anna Karenina,Leo Tolstoy,English,4.08,"800,531","32,191",Vintage,2012.0,964.0,Paperback,"['Classics', 'Fiction', 'Romance', 'Russia', 'Historical Fiction', 'Russian Literature', 'Literature', 'Novels', '19th Century', 'Historical']",https://www.goodreads.com/book/show/15823480-anna-karenina
The Brothers Karamazov,Fyodor Dostoevsky,English,4.36,"305,193","16,476","Farrar, Straus and Giroux",2002.0,796.0,Paperback,"['Classics', 'Fiction', 'Russia', 'Literature', 'Russian Literature', 'Philosophy', 'Novels', '19th Century', 'Classic Literature', 'Religion']",https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov
A Tree Grows in Brooklyn,Betty  Smith,English,4.29,"443,159","25,028",HarperCollins Publishers,2006.0,496.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'Young Adult', 'Coming Of Age', 'Historical', 'Literature', 'New York', 'Novels', 'Book Club']",https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn
A Clockwork Orange,Anthony Burgess,English,4.0,"682,030","18,574",W. W. Norton & Company,2019.0,240.0,Paperback,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Horror', 'Novels', 'Modern Classics', 'Crime', 'British Literature']",https://www.goodreads.com/book/show/41817486-a-clockwork-orange
The Road,Cormac McCarthy,English,3.98,"842,220","53,953",Alfred A. Knopf,2006.0,241.0,Hardcover,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Classics', 'Horror', 'Literature', 'Novels', 'Apocalyptic', 'Contemporary']",https://www.goodreads.com/book/show/6288.The_Road
Angela's Ashes,Frank McCourt,English,4.14,"608,819","13,627",Harper Perennial,2005.0,452.0,Paperback,"['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Ireland', 'Autobiography', 'Biography Memoir', 'History', 'Irish Literature', 'Historical']",https://www.goodreads.com/book/show/252577.Angela_s_Ashes
Siddhartha,Hermann Hesse,English,4.06,"721,193","24,333",Bantam Books,1981.0,152.0,Mass Market Paperback,"['Classics', 'Fiction', 'Philosophy', 'Spirituality', 'Religion', 'Literature', 'Buddhism', 'German Literature', 'Novels', 'Historical Fiction']",https://www.goodreads.com/book/show/52036.Siddhartha
Vampire Academy,Richelle Mead,English,4.11,"626,942","25,415",Razorbill,2007.0,332.0,Paperback,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Fiction', 'Supernatural', 'Paranormal Romance', 'Magic']",https://www.goodreads.com/book/show/345627.Vampire_Academy
The Golden Compass,Philip Pullman,English,4.01,"1,466,720","26,592",Alfred A. Knopf Books for Young Readers,1996.0,399.0,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Middle Grade', 'Science Fiction', 'Classics', 'Audiobook', 'Steampunk']",https://www.goodreads.com/book/show/119322.The_Golden_Compass
And Then There Were None,Agatha Christie,English,4.28,"1,214,035","55,832",St. Martin's Griffin,2004.0,264.0,Paperback,"['Classics', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Mystery', 'Adult', 'Suspense', 'Novels']",https://www.goodreads.com/book/show/16299.And_Then_There_Were_None
It,Stephen King,English,4.25,"1,027,078","32,877",New English Library,1987.0,1168.0,Paperback,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Classics', 'Mystery', 'Adult', 'Paranormal', 'Supernatural']",https://www.goodreads.com/book/show/830502.It
To Kill a Mockingbird,Harper Lee,English,4.27,"5,696,477","110,338",Harper Perennial Modern Classics,2005.0,323.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'Young Adult', 'Historical', 'Read For School', 'Novels', 'High School']",https://www.goodreads.com/book/show/2654.To_Kill_a_Mockingbird
The Poisonwood Bible,Barbara Kingsolver,English,4.09,"717,199","25,800",Harper Perennial Modern Classics,2005.0,546.0,Hardcover,"['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'Historical', 'Literary Fiction', 'Literature', 'Novels', 'Religion', 'Adult Fiction']",https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible
The Shining,Stephen King,English,4.26,"1,388,323","34,568",New English Library (Hodder & Stoughton) ,1980.0,659.0,Paperback,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Mystery', 'Adult', 'Suspense', 'Audiobook']",https://www.goodreads.com/book/show/11588.The_Shining
The Complete Stories and Poems,Edgar Allan Poe,English,4.38,"241,619","2,021","Doubleday & Company, Inc.",1984.0,821.0,Hardcover,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Mystery', 'Gothic', 'Fantasy', 'Literature', 'Classic Literature']",https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems
Interview with the Vampire,Anne Rice,English,4.01,"558,492","14,257",Ballantine Books,2004.0,346.0,Paperback,"['Horror', 'Fantasy', 'Fiction', 'Vampires', 'Paranormal', 'Classics', 'Gothic', 'Supernatural', 'Historical Fiction', 'Urban Fantasy']",https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire
Don Quixote,Miguel de Cervantes Saavedra,English,3.89,"254,526","11,036",Penguin Books,2003.0,1023.0,Paperback,"['Classics', 'Fiction', 'Literature', 'Spanish Literature', 'Adventure', 'Historical Fiction', 'Novels', 'Spain', 'Humor', 'Classic Literature']",https://www.goodreads.com/book/show/3836.Don_Quixote
The Old Man and the Sea,Ernest Hemingway,English,3.8,"1,061,910","35,196",Scribner,1996.0,96.0,Hardcover,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'School', 'Adventure', 'Literary Fiction', 'Classic Literature', '20th Century']",https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea
Atlas Shrugged,Ayn Rand,English,3.69,"380,591","19,367",Plume,1999.0,1168.0,Paperback,"['Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Science Fiction', 'Novels', 'Dystopia', 'Economics', 'Business']",https://www.goodreads.com/book/show/662.Atlas_Shrugged
The Notebook,Nicholas Sparks,English,4.14,"1,597,043","23,516",Grand Central Publishing,2000.0,227.0,Kindle Edition,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Classics', 'Contemporary Romance', 'Love', 'Drama']",https://www.goodreads.com/book/show/33648131-the-notebook
Harry Potter and the Goblet of Fire,J.K. Rowling,English,4.56,"3,401,021","62,276",Scholastic,2002.0,734.0,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook', 'Adventure', 'Classics', 'Science Fiction Fantasy']",https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
Winnie-the-Pooh,A.A. Milne,English,4.35,"314,059","6,422",Dutton Juvenile,2001.0,161.0,Hardcover,"['Classics', 'Childrens', 'Fiction', 'Fantasy', 'Animals', 'Middle Grade', 'Audiobook', 'Picture Books', 'Young Adult', 'Juvenile']",https://www.goodreads.com/book/show/99107.Winnie_the_Pooh
Fahrenheit 451,Ray Bradbury,Spanish,3.97,"2,218,568","66,309",DeBolsillo,2004.0,158.0,Mass Market Paperback,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'School', 'Literature', 'Novels', 'Fantasy', 'Audiobook', 'Adult']",https://www.goodreads.com/book/show/4381.Fahrenheit_451
A Prayer for Owen Meany,John Irving,English,4.24,"311,360","15,648",Black Swan,1990.0,637.0,Paperback,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Literary Fiction', 'Novels', 'Historical Fiction', 'Coming Of Age', 'Adult Fiction', 'American']",https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany
"Moby-Dick or, the Whale",Herman Melville,English,3.53,"535,535","20,531",Penguin Classics ,2003.0,654.0,Paperback,"['Classics', 'Fiction', 'Literature', 'Adventure', 'Historical Fiction', 'Novels', 'American', '19th Century', 'Classic Literature', 'Audiobook']",https://www.goodreads.com/book/show/153747.Moby_Dick_or_the_Whale
Harry Potter and the Half-Blood Prince,J.K. Rowling,English,4.58,"3,051,403","52,149",Scholastic Inc.,2006.0,652.0,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']",https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
Clockwork Angel,Cassandra Clare,English,4.32,"797,114","39,876",Margaret K. McElderry Books,2010.0,479.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Fiction', 'Urban Fantasy', 'Vampires', 'Young Adult Fantasy']",https://www.goodreads.com/book/show/7171637-clockwork-angel
The Secret Life of Bees,Sue Monk Kidd,English,4.08,"1,248,683","34,141",Penguin Books,2003.0,302.0,Paperback,"['Fiction', 'Historical Fiction', 'Young Adult', 'Classics', 'Historical', 'Contemporary', 'Adult Fiction', 'Coming Of Age', 'Adult', 'Novels']",https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees
The Red Tent,Anita Diamant,English,4.19,"578,671","21,203",St. Martin's Press,1997.0,324.0,Hardcover,"['Historical Fiction', 'Fiction', 'Historical', 'Religion', 'Book Club', 'Feminism', 'Adult', 'Adult Fiction', 'Womens', 'Novels']",https://www.goodreads.com/book/show/4989.The_Red_Tent
The Stranger,Albert Camus,English,4.01,"962,554","39,325",Vintage International,1989.0,159.0,Paperback,"['Classics', 'Fiction', 'Philosophy', 'France', 'Literature', 'Novels', 'French Literature', 'School', 'Literary Fiction', '20th Century']",https://www.goodreads.com/book/show/49552.The_Stranger
The Name of the Wind,Patrick Rothfuss,English,4.52,"892,885","50,777",Penguin Group DAW,2007.0,662.0,Hardcover,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult', 'Adventure', 'Audiobook', 'Epic']",https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind
Harry Potter and the Chamber of Secrets,J.K. Rowling,English,4.43,"3,601,612","71,502",Arthur A. Levine Books,1999.0,341.0,Hardcover,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook', 'Adventure', 'Classics', 'Science Fiction Fantasy']",https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
The Master and Margarita,Mikhail Bulgakov,English,4.29,"319,762","17,754",Vintage International,1996.0,372.0,Paperback,"['Classics', 'Fiction', 'Russia', 'Fantasy', 'Russian Literature', 'Magical Realism', 'Literature', 'Novels', 'Historical Fiction', '20th Century']",https://www.goodreads.com/book/show/117833.The_Master_and_Margarita
Flowers for Algernon,Daniel Keyes,English,4.19,"615,050","28,422",,2000.0,216.0,Paperback,"['Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Psychology', 'School', 'Literature', 'Novels', 'Adult', 'Read For School']",https://www.goodreads.com/book/show/36576608-flowers-for-algernon
The Metamorphosis,Franz Kafka,English,3.85,"920,087","32,148",Bantam Classics,1972.0,201.0,Paperback,"['Classics', 'Fiction', 'Fantasy', 'Philosophy', 'Literature', 'Short Stories', 'School', 'Horror', 'German Literature', 'Novels']",https://www.goodreads.com/book/show/485894.The_Metamorphosis
Middlesex,Jeffrey Eugenides,English,4.03,"625,400","25,273",Picador USA,2002.0,529.0,Paperback,"['Fiction', 'Historical Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Classics', 'Novels', 'Queer', 'Literature', 'Historical']",https://www.goodreads.com/book/show/2187.Middlesex
Eragon,Christopher Paolini,English,3.94,"1,677,083","25,669",Alfred A. Knopf,2005.0,503.0,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy', 'Young Adult Fantasy', 'Science Fiction Fantasy', 'Childrens']",https://www.goodreads.com/book/show/113436.Eragon
The Adventures of Tom Sawyer,Mark Twain,English,3.92,"892,704","12,697",Penguin Classics,2006.0,244.0,Paperback,"['Classics', 'Fiction', 'Adventure', 'Historical Fiction', 'Young Adult', 'Literature', 'Childrens', 'School', 'Novels', 'American']",https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer
The Alchemist,Paulo Coelho,English,3.9,"2,796,002","109,136",HarperCollins,1993.0,197.0,Paperback,"['Fiction', 'Classics', 'Fantasy', 'Philosophy', 'Novels', 'Spirituality', 'Self Help', 'Literature', 'Adventure', 'Audiobook']",https://www.goodreads.com/book/show/865.The_Alchemist
Charlie and the Chocolate Factory,Roald Dahl,English,4.15,"804,165","15,019",Puffin Books,2005.0,176.0,Paperback,"['Childrens', 'Fiction', 'Fantasy', 'Classics', 'Young Adult', 'Middle Grade', 'Humor', 'Adventure', 'Novels', 'Juvenile']",https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory
Looking for Alaska,John Green,English,3.98,"1,487,281","70,730",Speak,2006.0,221.0,Paperback,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen', 'Mystery', 'Young Adult Contemporary', 'High School']",https://www.goodreads.com/book/show/99561.Looking_for_Alaska
The Hobbit,J.R.R. Tolkien,English,4.28,"3,665,717","63,835",Houghton Mifflin,2002.0,366.0,Paperback,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Childrens', 'Novels', 'Epic Fantasy']",https://www.goodreads.com/book/show/5907.The_Hobbit
The Very Hungry Caterpillar,Eric Carle,English,4.32,"481,090","9,787",Puffin Books,1994.0,26.0,Board book,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']",https://www.goodreads.com/book/show/4948.The_Very_Hungry_Caterpillar
The Curious Incident of the Dog in the Night-Time,Mark Haddon,English,3.89,"1,413,097","52,513",Vintage,2004.0,226.0,Paperback,"['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Classics', 'Novels', 'Autistic Spectrum Disorder', 'Psychology', 'School', 'Literature']",https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
The Shadow of the Wind,Carlos Ruiz Zafón,English,4.29,"590,426","47,113",Penguin Books,2005.0,487.0,Paperback,"['Fiction', 'Historical Fiction', 'Mystery', 'Fantasy', 'Books About Books', 'Historical', 'Spain', 'Magical Realism', 'Spanish Literature', 'Gothic']",https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind
Tuesdays with Morrie,Mitch Albom,English,4.16,"955,771","35,381",Warner,2000.0,210.0,Paperback,"['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Inspirational', 'Philosophy', 'Self Help', 'Contemporary', 'Adult', 'Biography Memoir']",https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie
The Last Olympian,Rick Riordan,English,4.54,"896,937","34,213",Disney-Hyperion Books,2009.0,381.0,Hardcover,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology', 'Childrens', 'Urban Fantasy', 'Young Adult Fantasy']",https://www.goodreads.com/book/show/4556058-the-last-olympian
On the Road,Jack Kerouac,English,3.62,"392,873","18,200",Penguin Books,1976.0,307.0,Paperback,"['Classics', 'Fiction', 'Travel', 'Literature', 'Novels', 'American', 'Adventure', 'Modern Classics', '20th Century', 'The United States Of America']",https://www.goodreads.com/book/show/70401.On_the_Road
The Count of Monte Cristo,Alexandre Dumas,English,4.29,"868,554","28,623",Penguin Classics,2003.0,1276.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'France', 'Historical', 'Novels', 'Classic Literature', 'Romance']",https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo
The Unbearable Lightness of Being,Milan Kundera,English,4.11,"428,490","21,554",Harper Perennial,2009.0,320.0,Paperback,"['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels', 'Czech Literature', 'Romance', 'Contemporary', 'Literary Fiction', '20th Century']",https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being
The Name of the Rose,Umberto Eco,English,4.13,"348,312","11,790",Harvest Books,1994.0,536.0,Paperback,"['Fiction', 'Historical Fiction', 'Mystery', 'Classics', 'Historical', 'Literature', 'Italian Literature', 'Italy', 'Crime', 'Novels']",https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose
"The Lion, the Witch and the Wardrobe",C.S. Lewis,English,4.23,"2,622,464","29,865",HarperCollins Publishers,2005.0,206.0,Paperback,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Adventure', 'Christian', 'Magic', 'Christian Fiction']",https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe
The Godfather,Mario Puzo,English,4.38,"397,906","11,576",NAL,2002.0,448.0,Paperback,"['Fiction', 'Classics', 'Crime', 'Thriller', 'Historical Fiction', 'Mystery', 'Novels', 'Drama', 'Literature', 'American']",https://www.goodreads.com/book/show/22034.The_Godfather
Where the Red Fern Grows,Wilson Rawls,English,4.1,"388,764","13,207",Yearling,2000.0,272.0,Mass Market Paperback,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Historical Fiction', 'Middle Grade', 'Animals', 'School', 'Realistic Fiction', 'Read For School']",https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows
In Cold Blood,Truman Capote,English,4.08,"623,167","21,654",Vintage,1994.0,343.0,Paperback,"['Nonfiction', 'True Crime', 'Classics', 'Crime', 'Mystery', 'History', 'Thriller', 'Literature', 'Audiobook', 'American']",https://www.goodreads.com/book/show/168642.In_Cold_Blood
The Scarlet Letter,Nathaniel Hawthorne,English,3.43,"825,994","18,539",Penguin Books,2002.0,279.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'High School', 'Historical', 'Read For School', 'Classic Literature', 'Novels']",https://www.goodreads.com/book/show/12296.The_Scarlet_Letter
Holes,Louis Sachar,English,3.99,"1,139,342","24,722",Scholastic,2000.0,272.0,Paperback,"['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Classics', 'Realistic Fiction', 'School', 'Mystery', 'Adventure', 'Contemporary']",https://www.goodreads.com/book/show/38709.Holes
Fight Club,Chuck Palahniuk,English,4.19,"562,644","19,200",W. W. Norton & Company,2018.0,224.0,Paperback,"['Fiction', 'Classics', 'Contemporary', 'Thriller', 'Novels', 'Mystery', 'Adult', 'Literature', 'American', 'Adult Fiction']",https://www.goodreads.com/book/show/36236124-fight-club
Perfume: The Story of a Murderer,Patrick Süskind,English,4.03,"427,221","21,319",Penguin Books,1987.0,263.0,Paperback,"['Fiction', 'Classics', 'Historical Fiction', 'Horror', 'Mystery', 'Thriller', 'Crime', 'Historical', 'German Literature', 'Novels']",https://www.goodreads.com/book/show/343.Perfume
The Five People You Meet in Heaven,Mitch Albom,English,3.98,"680,884","25,944",Hyperion,2003.0,196.0,Paperback,"['Fiction', 'Inspirational', 'Contemporary', 'Fantasy', 'Classics', 'Spirituality', 'Adult', 'Philosophy', 'Adult Fiction', 'Novels']",https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven
American Gods,Neil Gaiman,English,4.11,"883,385","44,645",William Morrow,2011.0,635.0,Kindle Edition,"['Fantasy', 'Fiction', 'Mythology', 'Urban Fantasy', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy', 'Adult', 'Contemporary', 'Horror']",https://www.goodreads.com/book/show/30165203-american-gods
The Cat in the Hat,Dr. Seuss,English,4.18,"515,490","6,827",Random House Books for Young Readers,1985.0,61.0,Hardcover,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Animals', 'Kids', 'Cats']",https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat
"Hush, Hush",Becca Fitzpatrick,English,3.93,"677,796","28,614",Simon & Schuster,2009.0,391.0,Hardcover,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Angels', 'Paranormal Romance', 'Fiction', 'Supernatural', 'Urban Fantasy', 'Young Adult Fantasy']",https://www.goodreads.com/book/show/6339664-hush-hush
