title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres
The Shadow of the Torturer,Gene Wolfe,English,3.82,26405,1881,Pocket Books,1984.0,262.0,Paperback,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Novels', 'Audiobook', 'Dystopia', 'Post Apocalyptic', 'High Fantasy']"
Secrets,Julie Mannino,English,4.16,50,13,,2022.0,81.0,Kindle Edition,['BDSM']
Seeker,Arwen Elys Dayton,English,3.23,7479,1603,Delacorte Press,2015.0,448.0,Hardcover,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Fiction', 'Adventure', 'Young Adult Fantasy', 'Dystopia', 'Teen', 'High Fantasy']"
Count Zero,William Gibson,English,4.02,51589,1507,Ace Books,2006.0,308.0,Paperback,"['Science Fiction', 'Cyberpunk', 'Fiction', 'Science Fiction Fantasy', 'Dystopia', 'Fantasy', 'Novels', 'Speculative Fiction', 'American', 'Canada']"
The Broken Wings,Kahlil Gibran,English,3.95,22952,2954,Citadel,2003.0,132.0,Paperback,"['Classics', 'Poetry', 'Fiction', 'Romance', 'Novels', 'Philosophy', 'Literature', 'Spirituality', 'Lebanon', 'Short Stories']"
Los siete maridos de Evelyn Hugo,Taylor Jenkins Reid,Spanish,4.45,2158269,209826,Umbriel,2020.0,384.0,Paperback,"['Fiction', 'Romance', 'Historical Fiction', 'LGBT', 'Contemporary', 'Audiobook', 'Adult', 'Historical', 'Queer', 'Lesbian']"
Der Schrecksenmeister,Walter Moers,German,4.2,7237,352,Piper ,2007.0,383.0,Hardcover,"['Fantasy', 'Fiction', 'Humor', 'German Literature', 'Young Adult', 'Audiobook', 'Cats', 'High Fantasy', 'Science Fiction Fantasy', 'Germany']"
A Man for All Seasons: A Play in Two Acts,Robert Bolt,English,3.88,13855,578,Vintage,1990.0,163.0,Paperback,"['Plays', 'Classics', 'Drama', 'Historical Fiction', 'Fiction', 'Literature', 'School', 'Historical', 'Theatre', 'Religion']"
The Outcasts,John Flanagan,English,4.38,28521,1486,Philomel Books,2011.0,434.0,Hardcover,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Middle Grade', 'Historical Fiction', 'Action', 'Young Adult Fantasy', 'Teen', 'Childrens']"
Priestess of the White,Trudi Canavan,English,3.87,16892,574,HarperCollins Publishers Inc.,2005.0,598.0,Mass Market Paperback,"['Fantasy', 'High Fantasy', 'Fiction', 'Magic', 'Epic Fantasy', 'Young Adult', 'Romance', 'Science Fiction Fantasy', 'Adventure', 'Gods']"
The Vor Game,Lois McMaster Bujold,English,4.27,24174,957,Baen Books,2002.0,346.0,Mass Market Paperback,"['Science Fiction', 'Space Opera', 'Fiction', 'Hugo Awards', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Adventure', 'Space', 'Military Fiction']"
Homecoming,Cynthia Voigt,English,3.96,21903,1444,Simon Pulse,2002.0,402.0,Mass Market Paperback,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Middle Grade', 'Childrens', 'Contemporary', 'Classics', 'Family', 'Adventure', 'Teen']"
Sharpe's Eagle,Bernard Cornwell,English,4.29,14191,387,Berkley,2004.0,270.0,Mass Market Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'Adventure', 'Military Fiction', 'Action', 'Audiobook', '19th Century', 'British Literature']"
The Old Willis Place,Mary Downing Hahn,English,4.13,9914,936,Clarion Books,2004.0,208.0,Hardcover,"['Horror', 'Mystery', 'Middle Grade', 'Young Adult', 'Paranormal', 'Ghosts', 'Fiction', 'Ghost Stories', 'Fantasy', 'Childrens']"
King Suckerman,George Pelecanos,English,3.98,2396,140,Dell,2001.0,336.0,Mass Market Paperback,"['Crime', 'Fiction', 'Mystery', 'Noir', 'Thriller', 'Mystery Thriller', 'Dc Comics', 'Historical Fiction', 'Novels', 'Literature']"
A Stir of Echoes,Richard Matheson,English,3.87,13654,855,Tor Books,2000.0,224.0,Paperback,"['Horror', 'Fiction', 'Mystery', 'Thriller', 'Paranormal', 'Fantasy', 'Supernatural', 'Audiobook', 'Ghosts', 'Science Fiction']"
Shame,Salman Rushdie,English,3.86,11875,690,Vintage,1995.0,287.0,Paperback,"['Fiction', 'Magical Realism', 'India', 'Literature', 'Historical Fiction', 'Novels', 'Pakistan', 'Literary Fiction', 'Indian Literature', 'Contemporary']"
Night Shift,Stephen King,English,4.03,171121,5023,Hodder & Stoughton,1979.0,409.0,Paperback,"['Horror', 'Short Stories', 'Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Anthologies', 'Paranormal', 'Suspense', 'Supernatural']"
Billy Liar,Keith Waterhouse,English,3.73,2063,167,Penguin Books Ltd,1988.0,187.0,Mass Market Paperback,"['Fiction', 'Humor', 'Classics', 'British Literature', 'Plays', 'Novels', 'Comedy', 'Audiobook', '20th Century', 'Literature']"
Fallen Dragon,Peter F. Hamilton,English,4.08,13879,443,Pan MacMillan,2002.0,808.0,Paperback,"['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Fantasy', 'Science Fiction Fantasy', 'Military Fiction', 'Space', 'Novels', 'Adventure']"
Naamah's Blessing,Jacqueline Carey,English,4.23,9905,437,Grand Central Publishing,2011.0,610.0,Hardcover,"['Fantasy', 'Romance', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Erotica', 'Historical Fiction', 'Adventure', 'Alternate History']"
The Post-Office Girl,Stefan Zweig,English,4.07,6498,784,NYRB Classics,2008.0,257.0,Paperback,"['Fiction', 'Classics', 'Historical Fiction', 'German Literature', 'Novels', '20th Century', 'Literary Fiction', 'Literature', 'Germany', 'Historical']"
Hangsaman,Shirley Jackson,English,3.77,7070,1020,Popular Library,1976.0,191.0,Mass Market Paperback,"['Horror', 'Fiction', 'Classics', 'Gothic', '20th Century', 'Novels', 'Mystery', 'Literary Fiction', 'American', 'Adult']"
Other Words for Home,Jasmine Warga,English,4.44,27539,4481,Balzer + Bray,2019.0,352.0,Kindle Edition,"['Middle Grade', 'Poetry', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Young Adult', 'Audiobook', 'Family', 'Childrens', 'Cultural']"
Mistress of Mellyn,Victoria Holt,English,3.91,8836,626,Readers Digest,1960.0,240.0,Paperback,"['Romance', 'Gothic', 'Mystery', 'Historical Fiction', 'Fiction', 'Historical Romance', 'Gothic Romance', 'Historical', 'Romantic Suspense', 'Suspense']"
Awaken,Katie Kacvinsky,English,3.9,14800,1563,HMH Books for Young Readers,2011.0,309.0,Hardcover,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Teen', 'Futuristic', 'Contemporary', 'Post Apocalyptic']"
All I Know Now: Wonderings and Reflections on Growing Up Gracefully,Carrie Hope Fletcher,English,4.02,6916,874,Sphere,2015.0,322.0,Hardcover,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Autobiography', 'Self Help', 'Contemporary', 'Unfinished', 'Romance', 'Biography Memoir']"
おやすみプンプン コミック 全13巻完結セット,Inio Asano,Japanese,4.67,4238,402,小学館 ― Shogakukan,2013.0,,,"['Manga', 'Comics', 'Graphic Novels', 'Fiction', 'Comics Manga', 'Slice Of Life', 'Coming Of Age', 'Drama', 'Dark', 'Contemporary']"
Pro Truth: A Practical Plan for Putting Truth Back Into Politics,Gleb Tsipursky,English,4.45,110,73,Changemakers Books,2020.0,271.0,Paperback,"['Politics', 'Nonfiction', 'Psychology', 'Philosophy', 'Journalism', 'Political Science', 'Sociology']"
The Uglies Trilogy,Scott Westerfeld,English,4.07,14649,853,Simon Pulse,2007.0,1216.0,Paperback,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Science Fiction Fantasy', 'Teen', 'Romance', 'Middle Grade']"
Summer Sisters,Judy Blume,English,3.85,96917,4495,Dell,2006.0,416.0,Paperback,"['Fiction', 'Chick Lit', 'Romance', 'Young Adult', 'Contemporary', 'Coming Of Age', 'Adult Fiction', 'Adult', 'Realistic Fiction', 'Womens Fiction']"
Sleepers,Lorenzo Carcaterra,English,4.25,15156,915,Pocket,1996.0,402.0,Paperback,"['Fiction', 'Crime', 'True Crime', 'Thriller', 'Mystery', 'Mystery Thriller', 'Abuse', 'Drama', 'New York', 'Media Tie In']"
At Home: A Short History of Private Life,Bill Bryson,English,3.98,91020,7090,Doubleday,2010.0,497.0,Hardcover,"['Nonfiction', 'History', 'Audiobook', 'Humor', 'Historical', 'Science', 'Architecture', 'Sociology', 'British Literature', 'Cultural']"
Perfect,Judith McNaught,English,4.3,23835,963,Pocket Books,2002.0,704.0,Mass Market Paperback,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Historical Romance', 'Chick Lit', 'Romantic Suspense', 'Adult', 'Historical', 'Suspense']"
Perfect Scoundrels,Ally Carter,English,4.27,25790,1931,Hyperion Books for Children,2013.0,328.0,Hardcover,"['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Fiction', 'Adventure', 'Crime', 'Teen', 'Chick Lit', 'Espionage']"
The Best of Roald Dahl,Roald Dahl,English,4.39,6636,443,Vintage Books,1990.0,520.0,Paperback,"['Short Stories', 'Fiction', 'Classics', 'Horror', 'Humor', 'Fantasy', 'British Literature', 'Anthologies', 'Childrens', '20th Century']"
ڤيرتيجو,أحمد مراد,Arabic,3.7,25988,1796,دار ميريت,2008.0,402.0,Paperback,"['Novels', 'Fiction', 'Crime', 'Egypt', 'Mystery', 'Thriller', 'Literature', 'Egyptian Literature', 'Unfinished', 'Contemporary']"
Battle Hymn of the Tiger Mother,Amy  Chua,English,3.65,51382,7181,Penguin Press,2011.0,237.0,Hardcover,"['Nonfiction', 'Parenting', 'Memoir', 'Biography', 'China', 'Biography Memoir', 'Education', 'Book Club', 'Family', 'Autobiography']"
Chosen at Nightfall,C.C. Hunter,English,4.33,33092,1761,St. Martin's Press ,2013.0,400.0,Paperback,"['Fantasy', 'Young Adult', 'Paranormal', 'Vampires', 'Romance', 'Werewolves', 'Supernatural', 'Magic', 'Paranormal Romance', 'Witches']"
"Goodnight Punpun Omnibus, Vol. 1",Inio Asano,English,4.27,11069,1092,VIZ Media LLC,2016.0,448.0,Paperback,"['Manga', 'Graphic Novels', 'Comics', 'Fiction', 'Coming Of Age', 'Slice Of Life', 'Seinen', 'Japan', 'Contemporary', 'Comics Manga']"
The Oath,Frank E. Peretti,English,4.06,28224,1058,HarperCollins Thomas Nelson,2007.0,656.0,Paperback,"['Christian Fiction', 'Fiction', 'Christian', 'Horror', 'Fantasy', 'Thriller', 'Mystery', 'Suspense', 'Supernatural', 'Religion']"
The King,J.R. Ward,English,4.37,53072,4737,Signet,2014.0,591.0,Kindle Edition,"['Paranormal', 'Vampires', 'Paranormal Romance', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Erotica', 'Supernatural']"
Molloy / Malone Dies / The Unnamable,Samuel Beckett,English,4.28,8738,438,Everyman's Library,1997.0,512.0,Hardcover,"['Fiction', 'Classics', 'Literature', 'Novels', 'Irish Literature', 'Ireland', 'Philosophy', '20th Century', 'Literary Fiction', 'Plays']"
"Wind, Sand and Stars",Antoine de Saint-Exupéry,English,4.13,17239,1547,Mariner Books Classics,2002.0,229.0,Paperback,"['Nonfiction', 'Classics', 'Memoir', 'Travel', 'France', 'Adventure', 'Biography', 'Aviation', 'Philosophy', 'History']"
My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,English,3.78,108040,6332,Bloomsbury USA,2005.0,213.0,Paperback,"['Nonfiction', 'Humor', 'Memoir', 'Comedy', 'Biography', 'Chick Lit', 'Autobiography', 'Audiobook', 'Biography Memoir', 'Essays']"
The Whispering Skull,Jonathan Stroud,English,4.34,26588,2919,Disney Hyperion,2014.0,435.0,Hardcover,"['Fantasy', 'Young Adult', 'Mystery', 'Horror', 'Paranormal', 'Middle Grade', 'Ghosts', 'Fiction', 'Adventure', 'Supernatural']"
Call Me Tuesday,Leigh Byrne,English,4.25,10222,669,Amazon Digital Services,2012.0,328.0,Kindle Edition,"['Nonfiction', 'Memoir', 'True Crime', 'Abuse', 'Mental Health', 'Psychology', 'Biography', 'Crime', 'Drama', 'Audiobook']"
"I Heart You, You Haunt Me",Lisa Schroeder,English,3.84,13496,1823,Simon  Schuster Books for Young Readers,2008.0,227.0,Paperback,"['Young Adult', 'Romance', 'Paranormal', 'Poetry', 'Ghosts', 'Fantasy', 'Contemporary', 'Fiction', 'Supernatural', 'Death']"
The Ugly Truth,Jeff Kinney,English,4.19,125904,4637,Amulet books,2010.0,217.0,Hardcover,"['Fiction', 'Humor', 'Middle Grade', 'Childrens', 'Realistic Fiction', 'Graphic Novels', 'Young Adult', 'Comedy', 'Comics', 'Diary']"
Ice in My Veins,Kelli Sullivan,English,3.81,273,34,AuthorHouse,2010.0,272.0,Paperback,"['Young Adult', 'Sports', 'Romance', 'Fiction', 'Contemporary', 'New Adult', 'Sports Romance', 'Young Adult Romance']"
Mine,Katy Evans,English,4.25,48887,3440,Gallery Books,2013.0,337.0,Kindle Edition,"['Romance', 'New Adult', 'Sports', 'Contemporary', 'Fighters', 'Contemporary Romance', 'Sports Romance', 'Erotica', 'Adult', 'Mixed Martial Arts']"
Modern Romance,Aziz Ansari,English,3.81,183086,13750,Penguin Press,2015.0,279.0,Hardcover,"['Nonfiction', 'Humor', 'Audiobook', 'Romance', 'Comedy', 'Sociology', 'Psychology', 'Memoir', 'Relationships', 'Adult']"
Testament of Youth,Vera Brittain,English,4.11,10623,1060,Penguin Classics,2005.0,688.0,Paperback,"['Nonfiction', 'History', 'Memoir', 'Classics', 'Biography', 'War', 'World War I', 'Biography Memoir', 'Autobiography', 'Historical']"
Necronomicon: The Best Weird Tales,H.P. Lovecraft,English,4.22,15430,799,"Gollancz, Great Britain",2008.0,878.0,Hardcover,"['Horror', 'Fantasy', 'Fiction', 'Classics', 'Short Stories', 'Science Fiction', 'Gothic', 'Lovecraftian', 'Weird Fiction', 'Mystery']"
'Salem's Lot,Stephen King,English,4.26,108437,1733,Doubleday,2005.0,594.0,Hardcover,"['Horror', 'Fiction', 'Vampires', 'Fantasy', 'Thriller', 'Paranormal', 'Supernatural', 'Adult', 'Novels', 'Mystery']"
Memories of My Melancholy Whores,Gabriel García Márquez,English,3.59,81930,5210,Vintage,2006.0,115.0,Paperback,"['Fiction', 'Classics', 'Literature', 'Romance', 'Magical Realism', 'Novels', 'Latin American', 'Spanish Literature', 'Latin American Literature', 'Nobel Prize']"
I'm Thinking of Ending Things,Iain Reid,English,3.59,128805,23318,Gallery/Scout Press,2016.0,241.0,Kindle Edition,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Adult', 'Contemporary', 'Suspense', 'Psychological Thriller']"
How to Be Popular,Meg Cabot,English,3.55,21419,1016,HarperTeen,2006.0,288.0,Hardcover,"['Young Adult', 'Romance', 'Chick Lit', 'Contemporary', 'Fiction', 'Teen', 'Realistic Fiction', 'High School', 'Young Adult Contemporary', 'Humor']"
Don't Let's Go to the Dogs Tonight: An African Childhood,Alexandra Fuller,English,3.96,54177,3615,Random House Trade Paperbacks,2003.0,315.0,Paperback,"['Memoir', 'Nonfiction', 'Africa', 'Biography', 'Biography Memoir', 'Autobiography', 'Travel', 'Zimbabwe', 'History', 'Book Club']"
A Civil Campaign,Lois McMaster Bujold,English,4.41,18470,939,Baen,2000.0,534.0,Mass Market Paperback,"['Science Fiction', 'Romance', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Fantasy', 'Humor', 'Audiobook', 'Space', 'Adventure']"
Because of Low,Abbi Glines,English,4.12,56019,2419,,2012.0,294.0,Kindle Edition,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'College', 'Chick Lit', 'Young Adult Romance', 'Audiobook', 'Fiction']"
Hive,J.K. Accinni,,4.39,360,92,Skinny Leopard Media,2012.0,184.0,Paperback,"['Science Fiction', 'Fantasy', 'Aliens', 'Fiction', 'Young Adult', 'Paranormal']"
The Will,Kristen Ashley,English,4.28,29370,3140,,2014.0,595.0,Kindle Edition,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Chick Lit', 'Fiction', 'Abuse', 'Fighters', 'Audiobook', 'Humor']"
The Empire of Gold,S.A. Chakraborty,English,4.5,41492,5935,Harper Voyager,2020.0,766.0,Hardcover,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'Mythology', 'Magic', 'Romance', 'Audiobook', 'Young Adult', 'Historical']"
Percy Jackson and the Sword of Hades,Rick Riordan,English,4.29,25109,602,Puffin Books,2009.0,72.0,Mass Market Paperback,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Short Stories', 'Adventure', 'Greek Mythology', 'Childrens', 'Novella']"
Forever Odd,Dean Koontz,English,3.98,75108,3036,BANTAM BOOKS,2006.0,364.0,Paperback,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Paranormal', 'Supernatural', 'Suspense', 'Urban Fantasy', 'Ghosts']"
From the Earth to the Moon,Jules Verne,English,3.77,30559,1433,Aegypan,2006.0,136.0,Paperback,"['Science Fiction', 'Classics', 'Fiction', 'Adventure', 'France', 'Fantasy', 'Literature', 'Novels', 'French Literature', '19th Century']"
Valiant,Laurann Dohner,English,4.3,22695,1083,Ellora's Cave,2012.0,256.0,ebook,"['Paranormal', 'Romance', 'Paranormal Romance', 'Erotica', 'Fantasy', 'Shapeshifters', 'Science Fiction', 'Adult', 'Erotic Romance', 'Urban Fantasy']"
Girls of Paper and Fire,Natasha Ngan,English,3.82,49425,8038,Jimmy Patterson Books,2018.0,385.0,Hardcover,"['Fantasy', 'Young Adult', 'LGBT', 'Romance', 'Lesbian', 'Queer', 'Young Adult Fantasy', 'Fiction', 'High Fantasy', 'Audiobook']"
Catching Jordan,Miranda Kenneally,English,3.84,62250,3731,Sourcebooks Fire,2011.0,288.0,Paperback,"['Young Adult', 'Romance', 'Contemporary', 'Sports', 'High School', 'Chick Lit', 'Young Adult Romance', 'Contemporary Romance', 'Sports Romance', 'Realistic Fiction']"
The Underneath,Kathi Appelt,English,3.97,10795,1950,Atheneum Books for Young Readers,2008.0,313.0,Hardcover,"['Fantasy', 'Middle Grade', 'Animals', 'Fiction', 'Young Adult', 'Childrens', 'Juvenile', 'Dogs', 'Cats', 'Adventure']"
The Enemy,Charlie Higson,English,4.1,23685,2543,Puffin,2010.0,407.0,Mass Market Paperback,"['Zombies', 'Horror', 'Young Adult', 'Dystopia', 'Fiction', 'Post Apocalyptic', 'Science Fiction', 'Fantasy', 'Thriller', 'Apocalyptic']"
The Other,Thomas Tryon,English,3.98,21449,952,Dell,1987.0,281.0,Paperback,"['Horror', 'Fiction', 'Mystery', 'Thriller', 'Gothic', 'Classics', 'Suspense', 'Novels', 'Supernatural', 'Halloween']"
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 2,Mò Xiāng Tóng Xiù,English,4.72,10498,924,Seven Seas Entertainment,2022.0,438.0,Paperback,"['Fantasy', 'Romance', 'LGBT', 'Boys Love', 'Fiction', 'Queer', 'Historical', 'China', 'Light Novel', 'Adult']"
This Charming Man,Marian Keyes,English,3.78,37586,1750,Michael Joseph LTD,2008.0,704.0,Hardcover,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Ireland', 'Irish Literature', 'Audiobook', 'Drama', 'Adult', 'Womens Fiction']"
The Moon and Sixpence,W. Somerset Maugham,English,4.13,22757,1608,Aegypan,2005.0,192.0,Paperback,"['Fiction', 'Classics', 'Art', 'Literature', 'Historical Fiction', 'Novels', 'British Literature', '20th Century', 'Literary Fiction', 'France']"
Blue-Eyed Devil,Lisa Kleypas,English,4.19,36685,2131,St. Martin's Press,2008.0,336.0,Hardcover,"['Romance', 'Contemporary Romance', 'Contemporary', 'Chick Lit', 'Adult', 'Fiction', 'Abuse', 'Audiobook', 'Historical Romance', 'Adult Fiction']"
Out of the Silent Planet,C.S. Lewis,English,3.92,88526,5296,HarperCollins,2005.0,160.0,Paperback,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Christian', 'Christian Fiction', 'Science Fiction Fantasy', 'Religion', 'Audiobook', 'Adventure']"
You're Never Weird on the Internet,Felicia Day,English,4.07,49229,5792,Gallery Books,2015.0,272.0,Hardcover,"['Nonfiction', 'Memoir', 'Biography', 'Humor', 'Audiobook', 'Autobiography', 'Biography Memoir', 'Adult', 'Comedy', 'Feminism']"
Dawn,Erin Hunter,English,4.32,31554,748,HarperCollins,2006.0,335.0,Paperback,"['Fantasy', 'Animals', 'Middle Grade', 'Fiction', 'Childrens', 'Young Adult', 'Cats', 'Adventure', 'Animal Fiction', 'Novels']"
The Sandman Vol. 2: The Doll's House,Neil Gaiman,English,4.43,100653,3839,Vertigo,1999.0,232.0,Hardcover,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book', 'Mythology', 'Urban Fantasy', 'Adult']"
Armageddon Cometh,J.K. Accinni,English,4.32,265,91,Skinny Leopard Media,2012.0,179.0,Kindle Edition,"['Science Fiction', 'Fantasy', 'Young Adult', 'Aliens', 'Horror']"
Fractured,Teri Terry,English,4.13,17015,1280,Orchard Books,2013.0,421.0,Paperback,"['Dystopia', 'Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Romance', 'Mystery', 'Thriller', 'Teen', 'Action']"
Pedagogy of the Oppressed,Paulo Freire,English,4.3,32346,2146,Continuum,2000.0,183.0,Paperback,"['Education', 'Nonfiction', 'Philosophy', 'Politics', 'Theory', 'Teaching', 'Social Justice', 'Sociology', 'History', 'Academic']"
Dead Wake: The Last Crossing of the Lusitania,Erik Larson,English,4.1,135674,12878,Crown Publishers,2015.0,430.0,Hardcover,"['Nonfiction', 'History', 'Audiobook', 'Historical', 'War', 'World War I', 'American History', 'Adult', 'Biography', 'Book Club']"
This Boy's Life,Tobias Wolff,English,3.96,28411,1692,Grove Press,2000.0,304.0,Paperback,"['Memoir', 'Nonfiction', 'Biography', 'Biography Memoir', 'Coming Of Age', 'Autobiography', 'Classics', 'School', 'Audiobook', 'American']"
