title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres
The Wheel of Time: Boxed Set,Robert Jordan,English,4.4,10150,136,,,,,"['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Novels', 'Epic']"
Shopaholic & Baby,Sophie Kinsella,English,3.8,126568,2753,The Dial Press,2007.0,359.0,Hardcover,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Adult', 'Adult Fiction', 'Comedy', 'Contemporary Romance', 'British Literature']"
The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,English,3.98,56835,4290,W. W. Norton & Company,2017.0,368.0,Paperback,"['Nonfiction', 'Psychology', 'Biography', 'Science', 'Economics', 'Business', 'History', 'Audiobook', 'Philosophy', 'Sociology']"
Shadowland,Peter Straub,English,3.89,12032,407,Berkley,2003.0,468.0,Mass Market Paperback,"['Horror', 'Fantasy', 'Fiction', 'Thriller', 'Mystery', 'Magic', 'Supernatural', 'Paranormal', 'Novels', 'Suspense']"
Dark Desire,Christine Feehan,English,4.19,30881,982,Leisure Books,2005.0,369.0,Mass Market Paperback,"['Paranormal Romance', 'Paranormal', 'Romance', 'Vampires', 'Fantasy', 'Dark', 'Adult', 'Fiction', 'Urban Fantasy', 'Supernatural']"
Paddy Clarke Ha Ha Ha,Roddy Doyle,French,3.76,21980,1042,Editions 10/18,1998.0,307.0,Paperback,"['Fiction', 'Ireland', 'Irish Literature', 'Literary Fiction', 'Novels', 'Coming Of Age', 'Contemporary', 'Literature', 'Historical Fiction', '20th Century']"
Thorn Queen,Richelle Mead,English,4.12,21168,862,Bantam,2009.0,480.0,Mass Market Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Fae', 'Romance', 'Paranormal Romance', 'Adult', 'Magic', 'Supernatural', 'Fiction']"
Mao's Last Dancer,Li Cunxin,English,4.12,30079,2036,Berkley,2005.0,480.0,Paperback,"['Nonfiction', 'Biography', 'China', 'Memoir', 'History', 'Autobiography', 'Biography Memoir', 'Asia', 'Historical', 'Asian Literature']"
The Hazel Wood,Melissa Albert,English,3.57,87888,13586,Flatiron Books,2018.0,359.0,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Fairy Tales', 'Mystery', 'Audiobook', 'Magic', 'Urban Fantasy', 'Magical Realism']"
Wish You Well,David Baldacci,English,4.02,26882,2911,Grand Central Publishing,2007.0,432.0,Paperback,"['Fiction', 'Historical Fiction', 'Mystery', 'Thriller', 'Historical', 'Drama', 'Adult Fiction', 'Family', 'Audiobook', 'Adult']"
Sourcery,Terry Pratchett,English,3.9,93886,2866,Harper,2008.0,276.0,Mass Market Paperback,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Magic', 'Audiobook', 'Adventure', 'High Fantasy', 'Science Fiction']"
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,English,3.96,174435,11040,"Little, Brown and Company",2013.0,305.0,Hardcover,"['Nonfiction', 'Psychology', 'Business', 'Audiobook', 'Self Help', 'Sociology', 'Science', 'Leadership', 'History', 'Personal Development']"
The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,English,4.15,128598,16365,Sourcebooks,2017.0,479.0,Hardcover,"['Nonfiction', 'History', 'Science', 'Audiobook', 'Biography', 'Historical', 'Feminism', 'Adult', 'Womens', 'American History']"
Light a Penny Candle,Maeve Binchy,English,3.95,20290,936,Arrow,2006.0,832.0,Paperback,"['Fiction', 'Ireland', 'Chick Lit', 'Historical Fiction', 'Romance', 'Irish Literature', 'Adult Fiction', 'Womens Fiction', 'Contemporary', 'Novels']"
Small Island,Andrea Levy,English,4.0,33029,2174,Picador USA,2005.0,441.0,Paperback,"['Fiction', 'Historical Fiction', 'Historical', 'Literary Fiction', 'British Literature', 'War', 'Novels', 'Literature', 'World War II', 'Contemporary']"
Kokoro,Natsume Sōseki,English,4.05,27406,2700,Gateway Editions,1996.0,248.0,Paperback,"['Fiction', 'Japan', 'Classics', 'Japanese Literature', 'Literature', 'Novels', 'Asia', 'Asian Literature', '20th Century', 'Literary Fiction']"
Fortune's Rocks,Anita Shreve,English,3.9,30298,1560,"Little, Brown and Company",2002.0,528.0,Mass Market Paperback,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Adult', 'Book Club', 'Novels']"
"If You're Reading This, It's Too Late",Pseudonymous Bosch,English,4.23,25325,1094,"Little, Brown Books for Young Readers",2008.0,385.0,Hardcover,"['Mystery', 'Fantasy', 'Middle Grade', 'Fiction', 'Adventure', 'Young Adult', 'Childrens', 'Humor', 'Magic', 'Juvenile']"
La vie devant soi,Romain Gary,French,4.2,26255,2236,Editions Gallimard,1982.0,273.0,Paperback,"['Fiction', 'France', 'Classics', 'Novels', 'French Literature', 'Roman', 'Literature', 'School', '20th Century', 'Contemporary']"
The Prisoner of Heaven,Carlos Ruiz Zafón,English,4.11,91986,7877,Harper,2012.0,278.0,Hardcover,"['Fiction', 'Historical Fiction', 'Mystery', 'Fantasy', 'Spain', 'Books About Books', 'Magical Realism', 'Historical', 'Spanish Literature', 'Gothic']"
Twisted Love,Ana Huang,English,3.76,387909,39215,,2021.0,360.0,Kindle Edition,"['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Adult', 'Fiction', 'Dark', 'Love', 'Audiobook', 'College']"
Final Girls,Riley Sager,English,3.84,151981,18129,Dutton,2017.0,352.0,Hardcover,"['Thriller', 'Mystery', 'Horror', 'Fiction', 'Mystery Thriller', 'Adult', 'Audiobook', 'Suspense', 'Crime', 'Contemporary']"
The Man Who Laughs,Victor Hugo,English,4.24,12328,823,Norilana Books,2006.0,672.0,Paperback,"['Classics', 'Fiction', 'France', 'Historical Fiction', 'French Literature', 'Literature', 'Novels', 'Historical', '19th Century', 'Romance']"
White Cat,Holly Black,English,3.79,46766,5198,Margaret K. McElderry Books,2010.0,310.0,Hardcover,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Paranormal', 'Magic', 'Mystery', 'Fiction', 'Romance', 'Young Adult Fantasy', 'Audiobook']"
Shadows of Atlantis: Awakening,Mara Powers,English,4.32,314,36,"Shadows of Atlantis, LLC",,,Paperback,"['Fiction', 'Novels', 'Fantasy', 'Adult', 'Magic', 'Adventure', 'Young Adult', 'Contemporary', 'New Adult', 'Book Club']"
The Lady's Guide to Petticoats and Piracy,Mackenzi Lee,English,4.06,34901,6004,Katherine Tegen Books,2018.0,450.0,Hardcover,"['Historical Fiction', 'Young Adult', 'LGBT', 'Historical', 'Fantasy', 'Fiction', 'Audiobook', 'Queer', 'Adventure', 'Feminism']"
The Faraway Tree Stories,Enid Blyton,English,4.3,15535,415,Egmont Books,2002.0,583.0,Paperback,"['Fantasy', 'Childrens', 'Fiction', 'Classics', 'Adventure', 'Magic', 'Young Adult', 'Novels', 'Childrens Classics', 'Middle Grade']"
Lothaire,Kresley Cole,English,4.38,45554,2929,Gallery Books,2012.0,468.0,Hardcover,"['Paranormal', 'Paranormal Romance', 'Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult', 'New Adult', 'Demons', 'Magic']"
Midnight Sun,Stephenie Meyer,English,3.73,216038,29723,"Little, Brown Books for Young Readers",2020.0,658.0,Hardcover,"['Fantasy', 'Romance', 'Young Adult', 'Vampires', 'Fiction', 'Paranormal', 'Audiobook', 'Paranormal Romance', 'Supernatural', 'Young Adult Fantasy']"
The Anti-Christ,Friedrich Nietzsche,English,3.91,26183,1445,Adamant Media Corporation,2002.0,126.0,Paperback,"['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'German Literature', '19th Century', 'Atheism', 'Germany', 'Christianity', 'Essays']"
The Revenge of Seven,Pittacus Lore,English,4.26,47748,2979,HarperCollins,2014.0,371.0,Hardcover,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Paranormal', 'Romance', 'Audiobook', 'Teen']"
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,English,4.1,196611,20942,Doubleday,2017.0,359.0,ebook,"['Nonfiction', 'History', 'True Crime', 'Crime', 'Audiobook', 'Mystery', 'Historical', 'American History', 'Book Club', 'Adult']"
Angel Devil,Julie Mannino,English,4.5,24,11,,2022.0,39.0,Kindle Edition,"['Romance', 'Fantasy']"
Carmilla,J. Sheridan Le Fanu,English,3.84,86150,10130,Wildside Press,2000.0,108.0,Paperback,"['Classics', 'Horror', 'Gothic', 'Fiction', 'Vampires', 'Fantasy', 'LGBT', 'Queer', 'Paranormal', 'Audiobook']"
Bunnicula,Deborah Howe,English,3.88,66985,2981,GREAT SOURCE,2010.0,98.0,Paperback,"['Childrens', 'Fiction', 'Fantasy', 'Horror', 'Mystery', 'Middle Grade', 'Animals', 'Humor', 'Young Adult', 'Vampires']"
Prince of the Elves,Kazu Kibuishi,English,4.38,20834,1272,Graphix,2012.0,203.0,Paperback,"['Graphic Novels', 'Fantasy', 'Comics', 'Middle Grade', 'Adventure', 'Fiction', 'Young Adult', 'Childrens', 'Graphic Novels Comics', 'Magic']"
Last Stand of Dead Men,Derek Landy,English,4.58,12902,705,HarperCollinsChildren'sBooks,2013.0,604.0,Hardcover,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Magic', 'Fiction', 'Mystery', 'Adventure', 'Paranormal', 'Horror', 'Action']"
Ash,Malinda Lo,English,3.63,35052,3832,"Little, Brown Books for Young Readers",2009.0,264.0,Hardcover,"['Fantasy', 'Young Adult', 'LGBT', 'Romance', 'Fiction', 'Queer', 'Retellings', 'Fairy Tales', 'Lesbian', 'Young Adult Fantasy']"
Glory in Death,J.D. Robb,English,4.27,61461,2942,Berkley Books,1995.0,296.0,Mass Market Paperback,"['Mystery', 'Romance', 'Crime', 'Romantic Suspense', 'Fiction', 'Suspense', 'Futuristic', 'Science Fiction', 'Thriller', 'Mystery Thriller']"
Love Walked In,Marisa de los Santos,English,3.72,37252,4836,Plume Books,2006.0,307.0,Paperback,"['Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Adult Fiction', 'Adult', 'Book Club', 'Novels', 'Audiobook', 'Womens Fiction']"
Taltos,Anne Rice,English,3.81,52472,878,Ballantine Books,2010.0,533.0,Kindle Edition,"['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Witches', 'Supernatural', 'Urban Fantasy', 'Vampires', 'Gothic', 'Magic']"
Fade,Lisa McMann,English,3.92,52106,2450,Simon & Schuster Books for Young Readers,2009.0,248.0,Hardcover,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Mystery', 'Supernatural', 'Teen', 'Urban Fantasy', 'Paranormal Romance']"
Niebla,Miguel de Unamuno,Spanish,4.05,16906,1188,Espasa Calpe,1707.0,259.0,Paperback,"['Classics', 'Fiction', 'Spanish Literature', 'Spain', 'Philosophy', 'Novels', 'Literature', '20th Century', 'School', 'Drama']"
The Imitation of Christ,Thomas à Kempis,English,4.19,22672,1155,Vintage,1998.0,242.0,Paperback,"['Religion', 'Christian', 'Theology', 'Christianity', 'Classics', 'Nonfiction', 'Spirituality', 'Catholic', 'Faith', 'Philosophy']"
The Long Hard Road Out of Hell,Marilyn Manson,English,3.82,29943,1495,ReganBooks,1999.0,275.0,Paperback,"['Nonfiction', 'Music', 'Biography', 'Memoir', 'Autobiography', 'Biography Memoir', 'American', 'Adult', 'Audiobook', 'Music Biography']"
Killing Lincoln: The Shocking Assassination that Changed America Forever,Bill O'Reilly,English,4.04,102015,6773,Henry Holt and Co.,2011.0,324.0,Hardcover,"['History', 'Nonfiction', 'Biography', 'Historical', 'American History', 'Civil War', 'Politics', 'Audiobook', 'Presidents', 'True Crime']"
Persepolis 2: The Story of a Return,Marjane Satrapi,English,4.21,72560,3043,Pantheon,2005.0,187.0,Paperback,"['Graphic Novels', 'Nonfiction', 'Comics', 'Memoir', 'Biography', 'History', 'Iran', 'Graphic Novels Comics', 'Autobiography', 'Biography Memoir']"
Hoot,Carl Hiaasen,English,3.83,104201,5480,Yearling Books,2006.0,292.0,Paperback,"['Young Adult', 'Fiction', 'Middle Grade', 'Realistic Fiction', 'Childrens', 'Mystery', 'Animals', 'Humor', 'Contemporary', 'Environment']"
Wild Seed,Octavia E. Butler,English,4.21,31147,2755,Warner Books,2001.0,306.0,Paperback,"['Fantasy', 'Science Fiction', 'Fiction', 'Historical Fiction', 'Speculative Fiction', 'Science Fiction Fantasy', 'Audiobook', 'African American', 'Adult', 'Novels']"
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,English,3.95,251883,13997,Knopf,2013.0,217.0,Hardcover,"['Nonfiction', 'Business', 'Feminism', 'Self Help', 'Leadership', 'Audiobook', 'Womens', 'Memoir', 'Personal Development', 'Biography']"
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,English,4.12,37719,1131,Alfred Knopf,2004.0,569.0,Paperback,"['Science', 'Nonfiction', 'Physics', 'Astronomy', 'Popular Science', 'Space', 'Philosophy', 'History', 'Audiobook', 'Education']"
Shopaholic Takes Manhattan,Sophie Kinsella,English,3.78,120946,3431,Dell,2004.0,387.0,Mass Market Paperback,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Adult', 'Adult Fiction', 'Comedy', 'Contemporary Romance', 'British Literature']"
Brown Girl Dreaming,Jacqueline Woodson,English,4.15,83716,10996,Nancy Paulsen Books,2014.0,337.0,Hardcover,"['Poetry', 'Memoir', 'Nonfiction', 'Middle Grade', 'Biography', 'Audiobook', 'Childrens', 'African American', 'Family', 'Biography Memoir']"
To Your Scattered Bodies Go,Philip José Farmer,English,3.94,31138,1043,Del Rey,1998.0,220.0,Paperback,"['Science Fiction', 'Fiction', 'Fantasy', 'Hugo Awards', 'Science Fiction Fantasy', 'Classics', 'Speculative Fiction', 'Adventure', 'Audiobook', 'Novels']"
A Lick of Frost,Laurell K. Hamilton,English,4.14,31782,694,Brilliance Audio,2007.0,8.0,MP3 CD,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fae', 'Fiction', 'Erotica', 'Magic', 'Supernatural']"
Oscar et la dame rose,Éric-Emmanuel Schmitt,French,4.24,46282,3546,ALBIN MICHEL,2002.0,100.0,Paperback,"['Fiction', 'France', 'School', 'Classics', 'Contemporary', 'French Literature', 'Novels', 'Read For School', 'Childrens', 'Literature']"
Push,Sapphire,English,3.86,52721,6510,Vintage,1997.0,177.0,Paperback,"['Fiction', 'Young Adult', 'Contemporary', 'African American', 'Abuse', 'Adult Fiction', 'Realistic Fiction', 'Adult', 'Novels', 'Coming Of Age']"
Control,M.S. Willis,English,3.86,947,94,,2013.0,,Paperback,"['Romance', 'New Adult', 'Dark', 'Contemporary Romance', 'Suspense', 'Contemporary', 'Abuse', 'Erotica', 'Erotic Romance', 'Adult']"
Presence,Perie Wolford,English,3.56,126,20,Netherworld Publishing,2013.0,170.0,Kindle Edition,"['Science Fiction', 'Aliens', 'Dystopia', 'Fantasy', 'Space']"
Death of the Body,Rick Chiantaretto,English,3.82,221,73,Orenda Press,2013.0,398.0,Paperback,"['Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Young Adult', 'Demons', 'Horror', 'Fiction']"
ثلة من أسماء الإجرام,حسام السعيد عامر,Arabic,3.69,29,15,http://www.smashwords.com,2016.0,298.0,ebook,"['Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Young Adult', 'Demons', 'Horror', 'Fiction']"
Big Money: A Global Financial Thriller,James  Hudson,English,3.89,54,14,,2020.0,,Kindle Edition,"['Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Young Adult', 'Demons', 'Horror', 'Fiction']"
Steel Dogs,Matthew Bracey,English,4.32,253,11,"Lulu Press, Inc.",2019.0,262.0,Paperback,"['Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Young Adult', 'Demons', 'Horror', 'Fiction']"
White Knuckle,Steven  Bruce,English,4.7,216,121,1987 Books,2020.0,100.0,Paperback,"['Poetry', 'Nonfiction']"
Valley Of The Giant Skeletons,Geronimo Stilton,English,4.03,1768,54,Scholastic Paperbacks,2008.0,128.0,Paperback,"['Childrens', 'Fiction', 'Fantasy', 'Adventure', 'Middle Grade', 'Dinosaurs', 'Chapter Books', 'Mystery', 'Humor', 'Juvenile']"
Placeholder,Placeholder,,3.9,87,73,,,,,['Fiction']
"Joanne, The Unpredictable",Katheryn Kimbrough,,3.93,14,0,Popular Library,1976.0,256.0,Mass Market Paperback,"['Gothic', 'Horror']"
Heir Apparent,Vivian Vande Velde,English,4.11,10480,810,Clarion Books,2004.0,352.0,Paperback,"['Fantasy', 'Young Adult', 'Science Fiction', 'Fiction', 'Adventure', 'Teen', 'Middle Grade', 'Young Adult Fantasy', 'Humor', 'Virtual Reality']"
Fallen,Karin Slaughter,English,4.22,52450,2537,Delacorte Press,2011.0,387.0,Hardcover,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Adult', 'Detective', 'Contemporary']"
"Against the Grain: A Coach's Wisdom on Character, Faith, Family, and Love",Bill Courtney,English,4.19,90,11,Hachette Books,2014.0,240.0,Hardcover,"['Sports', 'Leadership']"
Truthwitch,Susan Dennard,English,3.85,49993,7964,Tor Teen,2016.0,416.0,Kindle Edition,"['Fantasy', 'Young Adult', 'Magic', 'Young Adult Fantasy', 'Romance', 'Witches', 'High Fantasy', 'Fiction', 'Adventure', 'Paranormal']"
Enchantment: A Classic Fantasy with a Modern Twist,Orson Scott Card,English,3.91,26749,2584,Del Rey,2005.0,422.0,Paperback,"['Fantasy', 'Fiction', 'Fairy Tales', 'Romance', 'Time Travel', 'Science Fiction Fantasy', 'Science Fiction', 'Historical Fiction', 'Retellings', 'Adult']"
The Poky Little Puppy,Janette Sebring Lowrey,English,4.12,80625,913,Golden Books,2001.0,24.0,Hardcover,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Animals', 'Dogs', 'Kids', 'Juvenile', 'Adventure', 'Young Adult']"
Alienated,Melissa Landers,English,3.89,22655,3346,Disney Hyperion,2014.0,344.0,Hardcover,"['Young Adult', 'Science Fiction', 'Romance', 'Aliens', 'Fantasy', 'Paranormal', 'Fiction', 'Dystopia', 'High School', 'Paranormal Romance']"
Saving Fish from Drowning,Amy Tan,English,3.45,31411,3061,Ballantine Books,2006.0,472.0,Paperback,"['Fiction', 'Historical Fiction', 'Asia', 'China', 'Asian Literature', 'Novels', 'Contemporary', 'Literature', 'Literary Fiction', 'Adult Fiction']"
Danse Macabre,Laurell K. Hamilton,English,3.83,46245,982,Berkley,2007.0,517.0,Mass Market Paperback,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Fiction', 'Horror', 'Supernatural', 'Erotica']"
New York,Edward Rutherfurd,English,4.17,38484,3452,Ballantine Books,2010.0,862.0,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'New York', 'American History', 'Audiobook', 'Novels', 'Travel', 'Adult', 'The United States Of America']"
Frostbitten,Kelley Armstrong,English,4.26,24841,866,Orbit,2009.0,352.0,Hardcover,"['Urban Fantasy', 'Paranormal', 'Fantasy', 'Werewolves', 'Romance', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Adult', 'Shapeshifters']"
Boundless,Cynthia Hand,English,4.12,46127,4012,HarperTeen,2013.0,448.0,Hardcover,"['Young Adult', 'Angels', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction', 'Young Adult Paranormal']"
Foundation and Earth,Isaac Asimov,English,4.07,68021,1943,Spectra,2004.0,528.0,Mass Market Paperback,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Novels', 'Space', 'Speculative Fiction', 'Audiobook']"
How to Train Your Dragon,Cressida Cowell,English,3.91,45382,5164,ROURKE,2010.0,214.0,Paperback,"['Fantasy', 'Dragons', 'Middle Grade', 'Childrens', 'Fiction', 'Audiobook', 'Young Adult', 'Adventure', 'Humor', 'Juvenile']"
Embers,Sándor Márai,English,3.98,29209,3183,Vintage,2002.0,214.0,Paperback,"['Fiction', 'Classics', 'Hungary', 'Historical Fiction', 'Hungarian Literature', 'Literature', 'Novels', 'Romance', 'Literary Fiction', '20th Century']"
CEO-Stories: Children Employed by Owners,Michael Eastwood,English,4.65,23,93,,2020.0,96.0,Paperback,"['Fiction', 'Classics', 'Hungary', 'Historical Fiction', 'Hungarian Literature', 'Literature', 'Novels', 'Romance', 'Literary Fiction', '20th Century']"
"Maximum Ride, Vol. 1",NaRae Lee,English,4.25,31619,1452,Yen Press,2009.0,256.0,Paperback,"['Manga', 'Graphic Novels', 'Young Adult', 'Fantasy', 'Science Fiction', 'Comics', 'Fiction', 'Adventure', 'Anime', 'Comics Manga']"
"Memories, Dreams, Reflections",C.G. Jung,English,4.15,32672,1059,Vintage,1989.0,430.0,Paperback,"['Psychology', 'Nonfiction', 'Philosophy', 'Biography', 'Memoir', 'Autobiography', 'Spirituality', 'Psychoanalysis', 'Science', 'History']"
Moonbreeze,Adrienne Woods,English,4.19,4498,246,Fire Quill Publishing,2015.0,734.0,ebook,"['Fantasy', 'Dragons', 'Young Adult', 'Romance', 'Magic', 'Paranormal', 'Paranormal Romance', 'New Adult', 'Shapeshifters', 'Supernatural']"
"Bleach, Vol. 1",Tite Kubo,English,4.25,169359,1461,VIZ Media LLC,2004.0,192.0,Paperback,"['Manga', 'Fantasy', 'Graphic Novels', 'Comics', 'Fiction', 'Young Adult', 'Comics Manga', 'Anime', 'Action', 'Shonen']"
"One Piece, Volume 1: Romance Dawn",Eiichiro Oda,English,4.47,125004,2418,VIZ Media LLC,2003.0,207.0,Paperback,"['Manga', 'Fantasy', 'Comics', 'Graphic Novels', 'Adventure', 'Fiction', 'Pirates', 'Shonen', 'Young Adult', 'Comics Manga']"
Openly Straight,Bill Konigsberg,English,3.87,32440,3183,Arthur A. Levine Books,2013.0,320.0,Hardcover,"['LGBT', 'Young Adult', 'Contemporary', 'Romance', 'Queer', 'Fiction', 'Realistic Fiction', 'Gay', 'Audiobook', 'M M Romance']"
The Devil and Miss Prym,Paulo Coelho,English,3.61,67815,3372,HarperOne,2006.0,205.0,Hardcover,"['Fiction', 'Philosophy', 'Novels', 'Contemporary', 'Spirituality', 'Fantasy', 'Magical Realism', 'Literature', 'Inspirational', 'Adult']"
The Bastard of Istanbul,Elif Shafak,English,3.87,49750,5334,Viking Adult,2007.0,368.0,Hardcover,"['Fiction', 'Historical Fiction', 'Novels', 'Turkish Literature', 'Contemporary', 'Turkish', 'Literary Fiction', 'Historical', 'Literature', 'Asia']"
Angel Fire,L.A. Weatherly,English,4.03,17211,885,Usborne Publishing Ltd,2011.0,720.0,Paperback,"['Angels', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Fiction', 'Supernatural', 'Adventure']"
The Cherry Orchard,Anton Chekhov,English,3.69,37952,1564,Bloomsbury Methuen Drama,2004.0,96.0,Paperback,"['Plays', 'Classics', 'Drama', 'Russia', 'Fiction', 'Russian Literature', 'Theatre', 'Literature', 'School', '20th Century']"
A Quick Bite,Lynsay Sands,English,3.91,43175,1945,Avon,2005.0,360.0,Mass Market Paperback,"['Romance', 'Vampires', 'Paranormal', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Supernatural', 'Contemporary']"
Birthmarked,Caragh M. O'Brien,English,3.88,47864,3690,Roaring Brook Press,2010.0,361.0,Hardcover,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Romance', 'Post Apocalyptic', 'Teen', 'Adventure', 'Survival']"
Let the Sky Fall,Shannon Messenger,English,3.95,13903,1668,Simon Pulse,2013.0,404.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Fiction', 'Mythology', 'Young Adult Fantasy', 'Paranormal Romance']"
Crash,Nicole  Williams,English,3.97,60582,3315,,2012.0,296.0,Nook,"['Romance', 'Young Adult', 'New Adult', 'Contemporary', 'High School', 'Contemporary Romance', 'Sports', 'Chick Lit', 'Fiction', 'Drama']"
The Dark Prophecy,Rick Riordan,English,4.17,96244,6645,Disney Hyperion,2017.0,414.0,Hardcover,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Greek Mythology', 'Audiobook', 'LGBT', 'Urban Fantasy']"
Secrets II,Julie Mannino,English,4.07,41,11,,2022.0,,Kindle Edition,"['Fantasy', 'Fantasy Romance', 'LGBT', 'Romance', 'M M Romance']"
Crush,Richard Siken,English,4.33,31777,3546,Yale University Press,2005.0,62.0,Paperback,"['Poetry', 'LGBT', 'Romance', 'Contemporary', 'Gay', 'Fiction', 'Adult', 'Queer', 'Queer Lit', '21st Century']"
The Wishsong of Shannara,Terry Brooks,English,3.98,52217,903,Orbit,1999.0,512.0,Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Young Adult', 'Magic', 'Childrens', 'Epic']"
The Fixer,Bernard Malamud,English,3.97,10937,712,"Farrar, Straus and Giroux",2004.0,335.0,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'Jewish', 'Literature', 'Russia', 'Novels', 'American', 'Historical', 'Literary Fiction']"
Fugly,Mimi Jean Pamfiloff,English,3.91,5153,552,"P&S, Inc.",2015.0,,ebook,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Adult', 'Fiction', 'Chick Lit', 'Humor', 'Erotica', 'M F Romance']"
1Q84 #1-2,Haruki Murakami,English,4.09,22940,1824,Vintage Digital,2011.0,628.0,Kindle Edition,"['Fiction', 'Fantasy', 'Japan', 'Japanese Literature', 'Magical Realism', 'Novels', 'Contemporary', 'Science Fiction', 'Asia', 'Dystopia']"
Star Wars: Revenge of the Sith,Matthew Woodring Stover,English,4.24,18080,1475,Lucas Books,2005.0,418.0,Hardcover,"['Star Wars', 'Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Novels', 'Space Opera', 'Adventure', 'Media Tie In']"
Cut,Patricia McCormick,English,3.76,57237,2960,Push,2002.0,151.0,Paperback,"['Young Adult', 'Fiction', 'Mental Health', 'Realistic Fiction', 'Mental Illness', 'Contemporary', 'Psychology', 'Teen', 'Drama', 'Novels']"
City of Saints and Madmen,Jeff VanderMeer,English,3.86,6649,634,Bantam,2007.0,704.0,Paperback,"['Fantasy', 'Fiction', 'Short Stories', 'Horror', 'Science Fiction', 'New Weird', 'Weird Fiction', 'Steampunk', 'Speculative Fiction', 'Urban Fantasy']"
Edensor,Andrea Hirata,Indonesian,4.12,14340,1030,Bentang Pustaka,2007.0,288.0,Paperback,"['Novels', 'Fiction', 'Indonesian Literature', 'Adventure', 'Young Adult', 'Romance', 'Travel', 'Drama', 'Inspirational', 'Literature']"
Red Harvest,Dashiell Hammett,English,3.96,26563,1785,UNSPECIFIED VENDOR,2003.0,215.0,Paperback,"['Mystery', 'Fiction', 'Crime', 'Noir', 'Classics', 'Detective', 'Thriller', 'Mystery Thriller', 'Hard Boiled', 'Novels']"
The Sandman Vol. 4: Season of Mists,Neil Gaiman,English,4.54,74359,2581,Vertigo,1999.0,224.0,Hardcover,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book', 'Mythology', 'Urban Fantasy', 'Adult']"
